t[s],CH1,CH2
1.402,-7.2,0.0
1.404,-7.2,-0.02
1.406,-7.2,0.0
1.408,-7.2,0.0
1.41,-7.2,0.0
1.412,-7.2,-0.02
1.414,-7.2,-0.04
1.416,-7.2,-0.02
1.418,-7.2,-0.02
1.42,-7.2,0.0
1.422,-7.2,-0.02
1.424,-7.2,0.0
1.426,-7.2,-0.02
1.428,-7.2,-0.02
1.43,-7.0,0.0
1.432,-7.2,0.0
1.434,-7.2,0.0
1.436,-7.0,0.0
1.438,-7.0,0.0
1.44,-7.2,0.0
1.442,-7.2,0.0
1.444,-7.0,0.0
1.446,-7.0,0.0
1.448,-7.0,-0.02
1.45,-7.0,-0.02
1.452,-7.0,-0.02
1.454,-7.0,-0.02
1.456,-7.0,-0.02
1.458,-7.0,-0.02
1.46,-7.0,-0.02
1.462,-7.0,0.0
1.464,-6.8,-0.02
1.466,-6.8,-0.02
1.468,-7.0,-0.02
1.47,-6.8,-0.02
1.472,-6.8,-0.02
1.474,-6.8,-0.02
1.476,-6.8,-0.02
1.478,-6.8,-0.02
1.48,-6.8,-0.02
1.482,-6.8,0.0
1.484,-6.8,0.0
1.486,-6.8,-0.04
1.488,-6.8,0.0
1.49,-6.8,-0.02
1.492,-6.8,-0.02
1.494,-6.8,0.0
1.496,-6.8,-0.02
1.498,-6.8,0.0
1.5,-6.8,-0.02
1.502,-6.8,-0.04
1.504,-6.8,-0.02
1.506,-6.8,-0.02
1.508,-6.6,-0.02
1.51,-6.6,-0.02
1.512,-6.6,-0.02
1.514,-6.6,-0.02
1.516,-6.6,-0.02
1.518,-6.6,-0.02
1.52,-6.6,-0.02
1.522,-6.6,-0.04
1.524,-6.6,-0.02
1.526,-6.6,-0.02
1.528,-6.6,0.0
1.53,-6.6,0.0
1.532,-6.6,-0.02
1.534,-6.6,-0.02
1.536,-6.6,-0.02
1.538,-6.6,0.0
1.54,-6.6,-0.02
1.542,-6.6,0.0
1.544,-6.4,-0.02
1.546,-6.4,-0.04
1.548,-6.4,-0.02
1.55,-6.4,-0.02
1.552,-6.4,-0.04
1.554,-6.4,-0.04
1.556,-6.4,0.0
1.558,-6.4,-0.02
1.56,-6.4,-0.02
1.562,-6.4,-0.02
1.564,-6.4,-0.02
1.566,-6.4,0.0
1.568,-6.2,0.0
1.57,-6.4,-0.02
1.572,-6.4,-0.04
1.574,-6.2,-0.02
1.576,-6.4,-0.02
1.578,-6.2,0.0
1.58,-6.2,-0.04
1.582,-6.2,-0.02
1.584,-6.2,-0.02
1.586,-6.2,-0.04
1.588,-6.2,-0.02
1.59,-6.2,-0.02
1.592,-6.0,-0.02
1.594,-6.2,-0.02
1.596,-6.0,-0.04
1.598,-6.2,-0.02
1.6,-6.0,-0.04
1.602,-6.0,-0.02
1.604,-6.2,-0.02
1.606,-6.0,-0.02
1.608,-6.0,-0.02
1.61,-6.0,-0.04
1.612,-6.0,-0.02
1.614,-6.2,-0.02
1.616,-6.0,0.0
1.618,-6.0,-0.02
1.62,-6.0,-0.02
1.622,-6.0,-0.04
1.624,-6.0,-0.04
1.626,-6.0,-0.02
1.628,-5.8,-0.02
1.63,-6.0,-0.02
1.632,-6.0,0.0
1.634,-6.0,-0.04
1.636,-6.0,-0.02
1.638,-6.0,-0.04
1.64,-6.0,-0.02
1.642,-5.8,0.0
1.644,-6.0,-0.04
1.646,-5.8,-0.02
1.648,-5.8,0.0
1.65,-5.8,-0.02
1.652,-5.8,-0.02
1.654,-5.8,-0.04
1.656,-5.8,-0.02
1.658,-5.8,-0.02
1.66,-5.8,-0.02
1.662,-5.8,-0.02
1.664,-5.8,-0.02
1.666,-5.6,0.0
1.668,-5.8,0.0
1.67,-5.6,-0.04
1.672,-5.8,-0.02
1.674,-5.6,-0.02
1.676,-5.6,0.0
1.678,-5.6,-0.04
1.68,-5.6,-0.02
1.682,-5.6,-0.02
1.684,-5.6,-0.04
1.686,-5.6,-0.02
1.688,-5.6,-0.02
1.69,-5.6,0.0
1.692,-5.6,-0.02
1.694,-5.6,-0.04
1.696,-5.6,-0.04
1.698,-5.6,-0.04
1.7,-5.6,-0.04
1.702,-5.6,-0.02
1.704,-5.6,-0.02
1.706,-5.6,-0.02
1.708,-5.6,-0.04
1.71,-5.6,-0.02
1.712,-5.6,-0.04
1.714,-5.4,-0.04
1.716,-5.4,-0.04
1.718,-5.4,-0.02
1.72,-5.4,-0.02
1.722,-5.4,-0.04
1.724,-5.4,-0.04
1.726,-5.4,-0.04
1.728,-5.4,0.0
1.73,-5.4,-0.02
1.732,-5.4,-0.02
1.734,-5.4,-0.04
1.736,-5.4,-0.02
1.738,-5.2,-0.04
1.74,-5.4,-0.06
1.742,-5.2,-0.04
1.744,-5.2,-0.02
1.746,-5.4,-0.04
1.748,-5.2,-0.06
1.75,-5.4,-0.04
1.752,-5.2,-0.04
1.754,-5.2,-0.04
1.756,-5.2,-0.04
1.758,-5.2,-0.04
1.76,-5.2,-0.04
1.762,-5.2,-0.04
1.764,-5.2,-0.04
1.766,-5.2,-0.02
1.768,-5.2,-0.04
1.77,-5.2,-0.04
1.772,-5.2,-0.04
1.774,-5.2,-0.02
1.776,-5.2,-0.04
1.778,-5.2,-0.02
1.78,-5.2,-0.02
1.782,-5.2,-0.04
1.784,-5.0,-0.04
1.786,-5.0,-0.02
1.788,-5.0,-0.04
1.79,-5.0,-0.04
1.792,-5.2,-0.02
1.794,-5.0,-0.04
1.796,-5.0,-0.04
1.798,-5.0,-0.04
1.8,-5.0,-0.02
1.802,-5.0,-0.04
1.804,-5.0,-0.04
1.806,-5.0,-0.02
1.808,-5.0,-0.02
1.81,-5.0,-0.04
1.812,-5.0,-0.02
1.814,-5.0,-0.06
1.816,-4.8,-0.04
1.818,-4.8,-0.02
1.82,-4.8,-0.04
1.822,-4.8,-0.04
1.824,-4.8,-0.04
1.826,-4.8,-0.04
1.828,-4.8,-0.02
1.83,-4.8,-0.06
1.832,-4.8,-0.02
1.834,-4.8,-0.02
1.836,-4.8,-0.04
1.838,-4.8,-0.02
1.84,-4.8,-0.04
1.842,-4.8,-0.04
1.844,-4.8,-0.02
1.846,-4.8,-0.02
1.848,-4.8,-0.02
1.85,-4.8,-0.02
1.852,-4.6,-0.04
1.854,-4.8,-0.04
1.856,-4.8,-0.02
1.858,-4.8,-0.02
1.86,-4.6,-0.04
1.862,-4.6,-0.02
1.864,-4.6,-0.04
1.866,-4.6,-0.02
1.868,-4.6,-0.04
1.87,-4.4,-0.02
1.872,-4.4,-0.04
1.874,-4.6,-0.04
1.876,-4.6,-0.04
1.878,-4.6,-0.02
1.88,-4.6,-0.04
1.882,-4.4,-0.04
1.884,-4.4,-0.02
1.886,-4.6,-0.02
1.888,-4.6,-0.02
1.89,-4.4,-0.02
1.892,-4.4,-0.02
1.894,-4.4,-0.04
1.896,-4.4,-0.02
1.898,-4.4,-0.04
1.9,-4.4,-0.04
1.902,-4.4,-0.04
1.904,-4.4,-0.04
1.906,-4.4,-0.02
1.908,-4.4,-0.02
1.91,-4.4,-0.02
1.912,-4.4,-0.04
1.914,-4.2,-0.04
1.916,-4.4,-0.04
1.918,-4.2,-0.04
1.92,-4.4,-0.04
1.922,-4.4,-0.02
1.924,-4.2,-0.02
1.926,-4.2,-0.02
1.928,-4.2,-0.04
1.93,-4.2,-0.02
1.932,-4.2,-0.02
1.934,-4.2,-0.06
1.936,-4.2,-0.04
1.938,-4.2,-0.02
1.94,-4.2,-0.02
1.942,-4.0,-0.02
1.944,-4.2,-0.04
1.946,-4.2,-0.02
1.948,-4.0,-0.04
1.95,-4.2,-0.04
1.952,-4.0,-0.02
1.954,-4.2,-0.04
1.956,-4.0,-0.04
1.958,-4.0,-0.04
1.96,-4.0,-0.04
1.962,-4.0,-0.02
1.964,-4.0,-0.04
1.966,-4.0,-0.04
1.968,-4.0,-0.06
1.97,-4.0,-0.04
1.972,-4.0,-0.04
1.974,-3.8,-0.04
1.976,-4.0,-0.04
1.978,-4.0,-0.04
1.98,-4.0,-0.04
1.982,-4.0,-0.04
1.984,-4.0,-0.02
1.986,-4.0,-0.02
1.988,-4.0,-0.02
1.99,-4.0,-0.04
1.992,-4.0,-0.04
1.994,-3.8,0.0
1.996,-3.8,-0.04
1.998,-3.8,-0.04
2.0,-3.8,-0.04
2.002,-3.8,-0.04
2.004,-3.8,-0.02
2.006,-3.8,-0.02
2.008,-3.8,-0.02
2.01,-3.8,-0.04
2.012,-3.8,-0.04
2.014,-3.8,-0.04
2.016,-3.8,-0.02
2.018,-3.8,-0.04
2.02,-3.8,-0.02
2.022,-3.8,-0.04
2.024,-3.6,-0.02
2.026,-3.8,-0.02
2.028,-3.8,-0.04
2.03,-3.6,0.0
2.032,-3.6,-0.04
2.034,-3.6,-0.02
2.036,-3.6,-0.02
2.038,-3.6,-0.04
2.04,-3.6,-0.04
2.042,-3.6,-0.02
2.044,-3.6,-0.04
2.046,-3.6,-0.04
2.048,-3.6,-0.02
2.05,-3.6,0.0
2.052,-3.4,-0.06
2.054,-3.6,-0.04
2.056,-3.6,-0.04
2.058,-3.4,-0.02
2.06,-3.6,-0.04
2.062,-3.6,-0.04
2.064,-3.6,-0.02
2.066,-3.6,-0.04
2.068,-3.6,0.0
2.07,-3.4,-0.02
2.072,-3.4,-0.02
2.074,-3.4,-0.04
2.076,-3.4,-0.02
2.078,-3.4,-0.02
2.08,-3.4,-0.04
2.082,-3.2,-0.02
2.084,-3.4,-0.04
2.086,-3.4,-0.04
2.088,-3.2,-0.02
2.09,-3.2,-0.02
2.092,-3.2,-0.04
2.094,-3.2,0.0
2.096,-3.2,-0.02
2.098,-3.2,-0.02
2.1,-3.2,-0.02
2.102,-3.2,-0.02
2.104,-3.2,-0.02
2.106,-3.2,-0.02
2.108,-3.2,-0.04
2.11,-3.2,-0.02
2.112,-3.2,-0.04
2.114,-3.2,-0.02
2.116,-3.2,-0.02
2.118,-3.2,-0.02
2.12,-3.2,-0.04
2.122,-3.2,-0.02
2.124,-3.0,-0.04
2.126,-3.2,-0.04
2.128,-3.0,0.0
2.13,-3.2,-0.04
2.132,-3.2,-0.02
2.134,-3.2,-0.02
2.136,-3.0,-0.02
2.138,-3.2,0.0
2.14,-3.0,-0.02
2.142,-3.0,-0.02
2.144,-3.0,-0.02
2.146,-3.0,-0.02
2.148,-3.0,-0.02
2.15,-3.0,-0.04
2.152,-3.0,-0.04
2.154,-3.0,-0.04
2.156,-2.8,-0.02
2.158,-3.0,-0.02
2.16,-2.8,-0.02
2.162,-3.0,-0.02
2.164,-2.8,-0.04
2.166,-3.0,-0.02
2.168,-3.0,-0.02
2.17,-3.0,-0.04
2.172,-2.8,-0.04
2.174,-2.8,-0.04
2.176,-2.8,-0.06
2.178,-2.8,-0.02
2.18,-2.8,-0.04
2.182,-2.8,-0.04
2.184,-2.8,-0.02
2.186,-2.8,-0.02
2.188,-2.8,0.0
2.19,-2.8,-0.02
2.192,-2.6,-0.04
2.194,-2.8,-0.02
2.196,-2.6,-0.04
2.198,-2.8,-0.04
2.2,-2.6,-0.02
2.202,-2.6,-0.04
2.204,-2.6,-0.02
2.206,-2.6,-0.02
2.208,-2.6,-0.02
2.21,-2.6,-0.02
2.212,-2.6,0.0
2.214,-2.6,-0.04
2.216,-2.6,-0.02
2.218,-2.6,-0.04
2.22,-2.6,-0.02
2.222,-2.6,-0.02
2.224,-2.4,-0.02
2.226,-2.6,-0.04
2.228,-2.4,-0.04
2.23,-2.4,0.0
2.232,-2.6,-0.02
2.234,-2.4,0.0
2.236,-2.4,-0.02
2.238,-2.4,-0.02
2.24,-2.4,0.0
2.242,-2.4,-0.02
2.244,-2.4,-0.02
2.246,-2.4,-0.02
2.248,-2.4,0.0
2.25,-2.4,-0.02
2.252,-2.4,0.0
2.254,-2.4,-0.02
2.256,-2.4,-0.02
2.258,-2.4,-0.02
2.26,-2.2,0.0
2.262,-2.4,-0.02
2.264,-2.2,-0.02
2.266,-2.2,-0.02
2.268,-2.2,-0.02
2.27,-2.2,-0.02
2.272,-2.2,-0.02
2.274,-2.4,0.0
2.276,-2.2,-0.02
2.278,-2.2,-0.04
2.28,-2.2,-0.02
2.282,-2.2,-0.04
2.284,-2.2,-0.02
2.286,-2.2,-0.02
2.288,-2.2,-0.02
2.29,-2.2,0.0
2.292,-2.2,-0.02
2.294,-2.2,-0.02
2.296,-2.2,-0.02
2.298,-2.2,0.0
2.3,-2.0,-0.02
2.302,-2.0,0.0
2.304,-2.2,-0.02
2.306,-2.0,-0.02
2.308,-2.0,-0.02
2.31,-2.0,0.0
2.312,-2.0,-0.02
2.314,-2.0,-0.02
2.316,-2.0,-0.02
2.318,-2.0,-0.04
2.32,-2.0,-0.04
2.322,-2.0,-0.02
2.324,-2.0,0.0
2.326,-2.0,-0.02
2.328,-2.0,0.0
2.33,-2.0,-0.02
2.332,-2.0,0.0
2.334,-1.8,0.0
2.336,-2.0,-0.02
2.338,-1.8,-0.02
2.34,-2.0,-0.02
2.342,-1.8,0.0
2.344,-2.0,0.0
2.346,-1.8,0.0
2.348,-1.8,-0.02
2.35,-1.8,0.0
2.352,-1.8,0.0
2.354,-1.8,-0.02
2.356,-1.8,0.0
2.358,-1.8,0.0
2.36,-1.8,0.0
2.362,-1.6,0.0
2.364,-1.8,0.0
2.366,-1.6,0.0
2.368,-1.8,0.0
2.37,-1.6,0.0
2.372,-1.6,0.0
2.374,-1.6,0.0
2.376,-1.6,0.0
2.378,-1.6,0.0
2.38,-1.6,0.02
2.382,-1.6,0.0
2.384,-1.6,0.0
2.386,-1.6,0.02
2.388,-1.6,0.02
2.39,-1.6,0.02
2.392,-1.6,0.02
2.394,-1.6,0.04
2.396,-1.6,0.04
2.398,-1.6,0.04
2.4,-1.6,0.06
2.402,-1.4,0.06
2.404,-1.6,0.06
2.406,-1.4,0.08
2.408,-1.4,0.08
2.41,-1.4,0.1
2.412,-1.4,0.1
2.414,-1.4,0.08
2.416,-1.4,0.1
2.418,-1.4,0.1
2.42,-1.4,0.12
2.422,-1.4,0.12
2.424,-1.4,0.1
2.426,-1.4,0.12
2.428,-1.4,0.12
2.43,-1.4,0.12
2.432,-1.4,0.12
2.434,-1.2,0.12
2.436,-1.2,0.14
2.438,-1.2,0.16
2.44,-1.2,0.16
2.442,-1.2,0.18
2.444,-1.2,0.2
2.446,-1.2,0.22
2.448,-1.2,0.24
2.45,-1.2,0.28
2.452,-1.2,0.32
2.454,-1.2,0.34
2.456,-1.2,0.36
2.458,-1.2,0.4
2.46,-1.2,0.48
2.462,-1.2,0.56
2.464,-1.0,0.62
2.466,-1.2,0.64
2.468,-1.0,0.66
2.47,-1.0,0.76
2.472,-1.0,0.86
2.474,-1.2,0.92
2.476,-1.2,0.92
2.478,-1.0,0.98
2.48,-1.0,1.04
2.482,-1.0,1.14
2.484,-1.0,1.2
2.486,-1.0,1.28
2.488,-1.0,1.38
2.49,-1.0,1.42
2.492,-1.0,1.5
2.494,-1.0,1.58
2.496,-1.0,1.64
2.498,-1.0,1.68
2.5,-0.8,1.72
2.502,-0.8,1.78
2.504,-0.8,1.88
2.506,-0.8,1.96
2.508,-0.8,1.96
2.51,-0.8,1.98
2.512,-0.8,1.98
2.514,-0.8,1.98
2.516,-0.8,2.0
2.518,-0.8,2.0
2.52,-0.8,1.98
2.522,-0.8,1.92
2.524,-0.8,1.9
2.526,-0.8,1.9
2.528,-0.8,1.88
2.53,-0.8,1.8
2.532,-0.6,1.68
2.534,-0.8,1.6
2.536,-0.8,1.58
2.538,-0.6,1.6
2.54,-0.6,1.56
2.542,-0.8,1.48
2.544,-0.6,1.34
2.546,-0.6,1.24
2.548,-0.6,1.2
2.55,-0.6,1.18
2.552,-0.6,1.18
2.554,-0.6,1.14
2.556,-0.6,1.06
2.558,-0.6,0.98
2.56,-0.6,0.92
2.562,-0.6,0.86
2.564,-0.6,0.82
2.566,-0.6,0.78
2.568,-0.4,0.76
2.57,-0.6,0.72
2.572,-0.4,0.68
2.574,-0.4,0.64
2.576,-0.6,0.58
2.578,-0.4,0.56
2.58,-0.4,0.52
2.582,-0.4,0.48
2.584,-0.4,0.46
2.586,-0.4,0.42
2.588,-0.4,0.4
2.59,-0.4,0.36
2.592,-0.4,0.32
2.594,-0.4,0.28
2.596,-0.4,0.28
2.598,-0.4,0.26
2.6,-0.4,0.26
2.602,-0.4,0.22
2.604,-0.4,0.2
2.606,-0.4,0.18
2.608,-0.4,0.18
2.61,-0.4,0.18
2.612,-0.4,0.14
2.614,-0.2,0.16
2.616,-0.4,0.14
2.618,-0.2,0.14
2.62,-0.2,0.12
2.622,-0.2,0.12
2.624,-0.2,0.1
2.626,-0.2,0.1
2.628,-0.2,0.08
2.63,-0.2,0.1
2.632,-0.2,0.1
2.634,-0.2,0.1
2.636,-0.2,0.1
2.638,-0.2,0.06
2.64,-0.2,0.06
2.642,0.0,0.04
2.644,0.0,0.06
2.646,0.0,0.06
2.648,0.0,0.06
2.65,-0.2,0.06
2.652,0.0,0.06
2.654,0.0,0.04
2.656,0.0,0.04
2.658,0.0,0.06
2.66,0.0,0.02
2.662,0.0,0.04
2.664,0.0,0.04
2.666,0.0,0.02
2.668,0.0,0.02
2.67,0.0,0.02
2.672,0.0,0.0
2.674,0.0,0.02
2.676,0.0,0.02
2.678,0.0,0.02
2.68,0.0,0.02
2.682,0.2,0.02
2.684,0.2,0.0
2.686,0.2,0.02
2.688,0.2,0.0
2.69,0.2,0.02
2.692,0.2,0.0
2.694,0.2,0.0
2.696,0.2,0.02
2.698,0.2,0.0
2.7,0.2,0.0
2.702,0.2,0.02
2.704,0.2,0.0
2.706,0.2,0.0
2.708,0.4,0.02
2.71,0.4,0.0
2.712,0.2,0.0
2.714,0.2,0.0
2.716,0.2,0.0
2.718,0.4,0.0
2.72,0.4,0.0
2.722,0.2,0.0
2.724,0.4,-0.02
2.726,0.4,0.0
2.728,0.4,0.0
2.73,0.4,0.0
2.732,0.4,-0.02
2.734,0.4,0.0
2.736,0.4,0.0
2.738,0.4,0.0
2.74,0.4,-0.02
2.742,0.6,0.0
2.744,0.4,0.0
2.746,0.6,0.0
2.748,0.4,0.0
2.75,0.4,-0.02
2.752,0.6,0.0
2.754,0.6,-0.02
2.756,0.6,-0.04
2.758,0.6,0.0
2.76,0.6,0.0
2.762,0.6,0.0
2.764,0.8,0.0
2.766,0.6,0.0
2.768,0.6,0.0
2.77,0.6,-0.02
2.772,0.6,-0.02
2.774,0.6,-0.02
2.776,0.8,-0.02
2.778,0.6,-0.02
2.78,0.6,0.0
2.782,0.8,0.0
2.784,0.6,0.0
2.786,0.8,0.0
2.788,0.8,-0.02
2.79,0.8,0.0
2.792,0.8,0.0
2.794,0.8,-0.02
2.796,0.8,-0.02
2.798,0.8,-0.02
2.8,0.8,-0.02
2.802,0.8,-0.02
2.804,0.8,0.0
2.806,0.8,-0.02
2.808,1.0,-0.02
2.81,0.8,0.0
2.812,0.8,0.0
2.814,0.8,-0.02
2.816,1.0,0.0
2.818,1.0,0.0
2.82,1.0,-0.02
2.822,0.8,-0.02
2.824,1.0,-0.02
2.826,1.0,-0.04
2.828,1.0,-0.02
2.83,1.0,-0.02
2.832,1.0,-0.02
2.834,1.0,-0.02
2.836,1.0,-0.02
2.838,1.0,-0.02
2.84,1.0,-0.02
2.842,1.0,-0.02
2.844,1.2,-0.02
2.846,1.2,0.0
2.848,1.2,-0.02
2.85,1.2,-0.04
2.852,1.2,-0.02
2.854,1.2,0.0
2.856,1.2,-0.02
2.858,1.2,-0.02
2.86,1.2,-0.02
2.862,1.2,-0.02
2.864,1.2,-0.02
2.866,1.2,-0.02
2.868,1.2,-0.02
2.87,1.2,-0.02
2.872,1.2,-0.02
2.874,1.2,-0.02
2.876,1.2,-0.02
2.878,1.2,-0.02
2.88,1.2,-0.02
2.882,1.4,-0.06
2.884,1.4,-0.04
2.886,1.4,-0.04
2.888,1.4,-0.02
2.89,1.4,-0.02
2.892,1.4,-0.04
2.894,1.4,-0.04
2.896,1.4,-0.02
2.898,1.4,-0.04
2.9,1.4,-0.04
2.902,1.4,-0.04
2.904,1.4,-0.04
2.906,1.4,-0.04
2.908,1.6,-0.04
2.91,1.4,-0.02
2.912,1.4,-0.04
2.914,1.4,-0.02
2.916,1.4,-0.04
2.918,1.6,-0.04
2.92,1.6,-0.04
2.922,1.6,-0.04
2.924,1.6,-0.04
2.926,1.6,-0.04
2.928,1.6,-0.02
2.93,1.6,-0.02
2.932,1.6,-0.02
2.934,1.6,-0.02
2.936,1.6,-0.04
2.938,1.6,-0.04
2.94,1.6,-0.04
2.942,1.6,-0.04
2.944,1.6,-0.02
2.946,1.8,-0.04
2.948,1.6,-0.02
2.95,1.6,-0.02
2.952,1.8,-0.04
2.954,1.8,-0.02
2.956,1.8,-0.02
2.958,1.8,-0.02
2.96,1.6,-0.04
2.962,1.8,-0.02
2.964,1.8,-0.04
2.966,1.8,-0.02
2.968,1.8,-0.02
2.97,1.8,0.0
2.972,2.0,-0.04
2.974,2.0,-0.04
2.976,1.8,-0.02
2.978,1.8,-0.04
2.98,2.0,-0.04
2.982,2.0,-0.02
2.984,2.0,-0.04
2.986,1.8,-0.04
2.988,2.0,-0.04
2.99,2.0,-0.06
2.992,2.0,-0.04
2.994,2.0,-0.02
2.996,2.0,-0.06
2.998,2.0,-0.02
3.0,2.0,-0.04
3.002,2.0,-0.02
3.004,2.0,-0.02
3.006,2.0,-0.04
3.008,2.0,-0.02
3.01,2.0,-0.04
3.012,2.0,-0.04
3.014,2.2,-0.02
3.016,2.0,-0.04
3.018,2.0,-0.04
3.02,2.2,-0.02
3.022,2.2,-0.04
3.024,2.2,-0.04
3.026,2.2,-0.02
3.028,2.2,-0.04
3.03,2.2,-0.04
3.032,2.4,-0.04
3.034,2.2,-0.04
3.036,2.2,-0.02
3.038,2.2,-0.04
3.04,2.4,-0.06
3.042,2.2,-0.02
3.044,2.4,-0.02
3.046,2.4,-0.04
3.048,2.4,-0.04
3.05,2.4,-0.02
3.052,2.4,-0.04
3.054,2.2,-0.04
3.056,2.4,-0.02
3.058,2.4,-0.02
3.06,2.4,-0.04
3.062,2.4,-0.02
3.064,2.4,-0.02
3.066,2.4,-0.04
3.068,2.4,-0.02
3.07,2.4,-0.02
3.072,2.4,-0.04
3.074,2.4,-0.04
3.076,2.4,-0.04
3.078,2.4,-0.02
3.08,2.6,-0.02
3.082,2.4,-0.02
3.084,2.6,-0.04
3.086,2.6,-0.04
3.088,2.6,-0.04
3.09,2.4,-0.04
3.092,2.6,-0.04
3.094,2.6,-0.04
3.096,2.6,-0.04
