t[s],CH1,CH2
3.73,6.2,0.0
3.732,6.4,0.08
3.734,6.4,0.08
3.736,6.4,0.08
3.738,6.2,0.08
3.74,6.4,0.0
3.742,6.4,0.08
3.744,6.4,0.08
3.746,6.4,0.08
3.748,6.4,0.08
3.75,6.4,0.08
3.752,6.4,0.08
3.754,6.4,0.08
3.756,6.4,0.08
3.758,6.4,0.08
3.76,6.4,0.08
3.762,6.4,0.0
3.764,6.4,0.0
3.766,6.4,0.0
3.768,6.6,0.0
3.77,6.4,0.08
3.772,6.6,0.08
3.774,6.6,0.0
3.776,6.6,0.08
3.778,6.4,0.08
3.78,6.6,0.0
3.782,6.6,0.08
3.784,6.6,0.08
3.786,6.6,0.08
3.788,6.8,0.08
3.79,6.8,0.0
3.792,6.6,0.08
3.794,6.6,0.08
3.796,6.8,0.08
3.798,6.8,0.0
3.8,6.8,0.0
3.802,6.8,0.0
3.804,6.8,0.0
3.806,6.8,0.0
3.808,6.8,0.08
3.81,6.8,0.08
3.812,6.8,0.0
3.814,6.8,0.0
3.816,6.8,0.08
3.818,6.8,0.08
3.82,6.8,0.0
3.822,6.8,0.0
3.824,6.8,0.0
3.826,6.8,0.08
3.828,6.8,0.08
3.83,6.8,0.0
3.832,6.8,0.08
3.834,7.0,0.08
3.836,7.0,0.08
3.838,6.8,0.08
3.84,7.0,0.0
3.842,7.0,0.08
3.844,7.0,0.08
3.846,7.0,0.0
3.848,7.0,0.0
3.85,7.0,0.08
3.852,7.0,0.0
3.854,7.2,0.0
3.856,7.0,0.08
3.858,7.2,0.08
3.86,7.0,0.0
3.862,7.0,0.08
3.864,7.2,0.0
3.866,7.2,0.08
3.868,7.0,0.0
3.87,7.2,0.08
3.872,7.2,0.0
3.874,7.2,0.08
3.876,7.2,0.0
3.878,7.2,0.0
3.88,7.2,0.08
3.882,7.2,0.0
3.884,7.2,0.08
3.886,7.2,0.08
3.888,7.2,0.08
3.89,7.2,0.08
3.892,7.4,0.0
3.894,7.4,0.0
3.896,7.2,0.08
3.898,7.2,0.08
3.9,7.4,0.08
3.902,7.4,0.08
3.904,7.2,0.0
3.906,7.2,0.0
3.908,7.4,0.08
3.91,7.4,0.0
3.912,7.4,0.08
3.914,7.4,0.08
3.916,7.4,0.08
3.918,7.4,0.08
3.92,7.4,0.08
3.922,7.4,0.08
3.924,7.4,0.08
3.926,7.4,0.08
3.928,7.4,0.08
3.93,7.4,0.08
3.932,7.6,0.08
3.934,7.4,0.08
3.936,7.6,0.08
3.938,7.6,0.0
3.94,7.6,0.08
3.942,7.6,0.08
3.944,7.6,0.0
3.946,7.6,0.08
3.948,7.6,0.08
3.95,7.6,0.0
3.952,7.6,0.08
3.954,7.8,0.08
3.956,7.6,0.08
3.958,7.6,0.08
3.96,7.8,0.0
3.962,7.6,0.08
3.964,7.8,0.08
3.966,7.8,0.08
3.968,7.6,0.08
3.97,7.8,0.08
3.972,7.8,0.08
3.974,7.8,0.08
3.976,7.8,0.08
3.978,7.8,0.08
3.98,7.8,0.08
3.982,7.8,0.0
3.984,7.8,0.08
3.986,7.8,0.08
3.988,7.8,0.08
3.99,7.8,0.08
3.992,7.8,0.08
3.994,7.8,0.0
3.996,8.0,0.0
3.998,7.8,0.08
