t[s],CH1,CH2
0.327,-3.4,3.28
0.328,-3.4,2.88
0.329,-3.4,3.24
0.33,-3.4,2.88
0.331,-3.4,3.16
0.332,-3.4,2.66
0.333,-3.4,3.18
0.334,-3.4,2.42
0.335,-3.4,3.18
0.336,-3.4,2.1
0.337,-3.4,3.28
0.338,-3.4,1.74
0.339,-3.4,3.28
0.34,-3.4,1.48
0.341,-3.4,3.26
0.342,-3.4,1.48
0.343,-3.4,2.94
0.344,-3.4,2.06
0.345,-3.2,2.06
0.346,-3.4,2.54
0.347,-3.4,1.52
0.348,-3.2,2.9
0.349,-3.2,1.36
0.35,-3.2,2.24
0.351,-3.2,1.82
0.352,-3.2,1.6
0.353,-3.2,2.24
0.354,-3.2,1.24
0.355,-3.2,2.18
0.356,-3.2,1.12
0.357,-3.4,2.04
0.358,-3.2,1.3
0.359,-3.2,1.44
0.36,-3.2,1.64
0.361,-3.2,1.02
0.362,-3.2,1.78
0.363,-3.2,0.9
0.364,-3.2,1.86
0.365,-3.2,0.9
0.366,-3.2,1.2
0.367,-3.2,1.14
0.368,-3.2,1.06
0.369,-3.2,1.1
0.37,-3.2,0.96
0.371,-3.2,1.02
0.372,-3.2,0.9
0.373,-3.2,0.84
0.374,-3.2,1.12
0.375,-3.2,0.66
0.376,-3.2,1.02
0.377,-3.2,0.68
0.378,-3.0,1.0
0.379,-3.2,0.56
0.38,-3.0,0.88
0.381,-3.2,0.72
0.382,-3.2,0.66
0.383,-3.2,0.64
0.384,-3.0,0.72
0.385,-3.0,0.66
0.386,-3.0,0.58
0.387,-3.0,0.62
0.388,-3.0,0.62
0.389,-3.0,0.52
0.39,-3.0,0.56
0.391,-3.2,0.52
0.392,-3.0,0.56
0.393,-3.2,0.46
0.394,-3.0,0.54
0.395,-3.0,0.46
0.396,-3.0,0.46
0.397,-3.0,0.48
0.398,-3.0,0.36
0.399,-3.0,0.5
0.4,-3.0,0.3
0.401,-3.0,0.6
0.402,-3.0,0.28
0.403,-3.0,0.6
0.404,-3.0,0.26
0.405,-3.0,0.54
0.406,-2.8,0.24
0.407,-2.8,0.5
0.408,-2.8,0.26
0.409,-3.0,0.4
0.41,-2.8,0.3
0.411,-3.0,0.28
0.412,-3.0,0.38
0.413,-3.0,0.24
0.414,-3.0,0.48
0.415,-2.8,0.16
0.416,-3.0,0.38
0.417,-2.8,0.18
0.418,-2.8,0.36
0.419,-2.8,0.2
0.42,-2.8,0.32
0.421,-2.8,0.2
0.422,-3.0,0.32
0.423,-2.8,0.18
0.424,-2.8,0.28
0.425,-2.8,0.24
0.426,-2.8,0.18
0.427,-2.8,0.26
0.428,-2.8,0.16
0.429,-2.8,0.26
0.43,-2.8,0.14
0.431,-2.8,0.3
0.432,-2.8,0.12
0.433,-2.8,0.3
0.434,-2.8,0.12
0.435,-2.8,0.28
0.436,-2.8,0.12
0.437,-2.8,0.22
0.438,-2.8,0.16
0.439,-2.6,0.16
0.44,-2.8,0.16
0.441,-2.6,0.14
0.442,-2.8,0.16
0.443,-2.8,0.12
0.444,-2.8,0.18
0.445,-2.8,0.08
0.446,-2.8,0.22
0.447,-2.8,0.08
0.448,-2.8,0.26
0.449,-2.8,0.08
0.45,-2.6,0.2
0.451,-2.8,0.08
0.452,-2.6,0.14
0.453,-2.6,0.12
0.454,-2.8,0.12
0.455,-2.6,0.14
0.456,-2.6,0.1
0.457,-2.6,0.14
0.458,-2.6,0.08
0.459,-2.6,0.12
0.46,-2.6,0.08
0.461,-2.6,0.14
0.462,-2.6,0.06
0.463,-2.8,0.12
0.464,-2.6,0.08
0.465,-2.6,0.1
0.466,-2.6,0.08
0.467,-2.6,0.08
0.468,-2.6,0.1
0.469,-2.4,0.08
0.47,-2.4,0.1
0.471,-2.6,0.08
0.472,-2.4,0.08
0.473,-2.6,0.06
0.474,-2.6,0.08
0.475,-2.4,0.08
0.476,-2.4,0.08
0.477,-2.6,0.06
0.478,-2.4,0.08
0.479,-2.4,0.06
0.48,-2.4,0.06
0.481,-2.4,0.06
0.482,-2.4,0.06
0.483,-2.4,0.06
0.484,-2.4,0.04
0.485,-2.6,0.06
0.486,-2.4,0.04
0.487,-2.4,0.06
0.488,-2.4,0.04
0.489,-2.4,0.08
0.49,-2.4,0.04
0.491,-2.4,0.06
0.492,-2.4,0.02
0.493,-2.4,0.04
0.494,-2.4,0.06
0.495,-2.4,0.04
0.496,-2.4,0.04
0.497,-2.4,0.04
0.498,-2.4,0.04
0.499,-2.4,0.04
0.5,-2.4,0.04
0.501,-2.4,0.04
0.502,-2.4,0.02
0.503,-2.2,0.06
0.504,-2.4,0.02
0.505,-2.4,0.06
0.506,-2.4,0.02
0.507,-2.4,0.02
0.508,-2.2,0.04
0.509,-2.4,0.02
0.51,-2.4,0.06
0.511,-2.2,0.02
0.512,-2.2,0.06
0.513,-2.2,0.0
0.514,-2.4,0.04
0.515,-2.4,0.02
0.516,-2.4,0.02
0.517,-2.4,0.04
0.518,-2.4,0.02
0.519,-2.2,0.04
0.52,-2.4,0.02
0.521,-2.2,0.04
0.522,-2.2,0.0
0.523,-2.2,0.02
0.524,-2.2,0.02
0.525,-2.2,0.02
0.526,-2.2,0.06
0.527,-2.2,0.02
0.528,-2.2,0.06
0.529,-2.2,0.0
0.53,-2.2,0.02
0.531,-2.2,0.02
0.532,-2.2,0.0
0.533,-2.2,0.04
0.534,-2.2,0.0
0.535,-2.2,0.08
0.536,-2.2,0.0
0.537,-2.2,0.04
0.538,-2.2,0.0
0.539,-2.2,0.0
0.54,-2.2,0.02
0.541,-2.2,-0.02
0.542,-2.2,0.02
0.543,-2.2,0.0
0.544,-2.2,0.02
0.545,-2.0,0.0
0.546,-2.2,0.02
0.547,-2.2,0.0
0.548,-2.0,0.02
0.549,-2.2,0.02
0.55,-2.0,-0.02
0.551,-2.2,0.02
0.552,-2.0,0.0
0.553,-2.2,0.02
0.554,-2.0,0.0
0.555,-2.0,0.0
0.556,-2.0,0.02
0.557,-2.0,0.0
0.558,-2.0,0.02
0.559,-2.0,-0.02
0.56,-2.0,0.02
0.561,-2.0,0.02
0.562,-2.0,0.02
0.563,-2.0,0.0
0.564,-2.0,0.0
0.565,-2.0,0.02
0.566,-2.0,0.0
0.567,-2.0,0.02
0.568,-2.0,0.0
0.569,-2.0,0.0
0.57,-2.0,0.02
0.571,-2.0,-0.02
0.572,-2.0,0.02
0.573,-2.0,-0.02
0.574,-2.0,0.0
0.575,-2.0,0.0
0.576,-2.0,0.0
0.577,-2.0,0.0
0.578,-2.0,-0.02
0.579,-2.0,0.0
0.58,-2.0,0.0
0.581,-2.0,0.0
0.582,-2.0,0.0
0.583,-2.0,0.0
0.584,-2.0,0.0
0.585,-2.0,-0.02
0.586,-2.0,0.02
0.587,-2.0,-0.02
0.588,-2.0,0.0
0.589,-1.8,-0.02
0.59,-2.0,0.0
0.591,-1.8,-0.02
0.592,-1.8,-0.02
0.593,-1.8,0.02
0.594,-1.8,0.0
0.595,-1.8,0.0
0.596,-2.0,0.0
0.597,-1.8,-0.02
0.598,-2.0,-0.02
0.599,-2.0,-0.02
0.6,-1.8,-0.02
0.601,-1.8,-0.02
0.602,-1.8,0.0
0.603,-1.8,0.0
0.604,-1.8,-0.02
0.605,-1.8,-0.02
0.606,-1.8,0.0
0.607,-1.8,0.0
0.608,-1.8,0.0
0.609,-1.6,0.0
0.61,-1.8,0.0
0.611,-1.8,-0.02
0.612,-1.8,0.0
0.613,-1.8,0.0
0.614,-1.8,-0.02
0.615,-1.6,-0.02
0.616,-1.8,-0.02
0.617,-1.6,0.0
0.618,-1.6,-0.02
0.619,-1.6,0.0
0.62,-1.6,-0.02
0.621,-1.6,0.0
0.622,-1.8,-0.02
0.623,-1.6,0.0
0.624,-1.6,-0.02
0.625,-1.6,0.0
0.626,-1.6,0.0
0.627,-1.6,0.0
0.628,-1.6,-0.02
0.629,-1.6,-0.02
0.63,-1.6,0.0
0.631,-1.6,-0.04
0.632,-1.6,-0.02
0.633,-1.6,-0.02
0.634,-1.6,0.0
0.635,-1.6,-0.02
0.636,-1.6,0.0
0.637,-1.6,0.0
0.638,-1.6,-0.02
0.639,-1.6,-0.02
0.64,-1.6,-0.02
0.641,-1.6,0.0
0.642,-1.6,-0.02
0.643,-1.6,0.0
0.644,-1.6,-0.02
0.645,-1.6,-0.02
0.646,-1.6,-0.02
0.647,-1.6,-0.02
0.648,-1.6,-0.04
0.649,-1.6,-0.02
0.65,-1.6,0.0
0.651,-1.6,-0.02
0.652,-1.6,0.0
0.653,-1.4,-0.02
0.654,-1.4,-0.04
0.655,-1.4,0.0
0.656,-1.4,-0.02
0.657,-1.4,-0.02
0.658,-1.4,-0.02
0.659,-1.6,-0.02
0.66,-1.4,-0.02
0.661,-1.4,0.0
0.662,-1.4,0.0
0.663,-1.4,-0.02
0.664,-1.4,0.0
0.665,-1.4,-0.02
0.666,-1.4,-0.04
0.667,-1.4,0.0
0.668,-1.4,-0.02
0.669,-1.4,0.0
0.67,-1.4,-0.04
0.671,-1.4,-0.02
0.672,-1.4,-0.02
0.673,-1.4,-0.02
0.674,-1.4,-0.02
0.675,-1.4,0.0
0.676,-1.2,-0.04
0.677,-1.4,-0.02
0.678,-1.2,-0.04
0.679,-1.2,-0.04
0.68,-1.2,-0.02
0.681,-1.4,0.0
0.682,-1.4,0.0
0.683,-1.4,0.0
0.684,-1.4,0.0
0.685,-1.2,-0.02
0.686,-1.2,-0.02
0.687,-1.2,-0.04
0.688,-1.2,-0.04
0.689,-1.2,-0.02
0.69,-1.2,-0.02
0.691,-1.2,-0.02
0.692,-1.2,-0.02
0.693,-1.4,-0.02
0.694,-1.2,-0.04
0.695,-1.2,-0.02
0.696,-1.2,-0.02
0.697,-1.2,-0.02
0.698,-1.2,-0.02
0.699,-1.2,-0.02
0.7,-1.2,-0.04
0.701,-1.2,-0.02
0.702,-1.2,-0.02
0.703,-1.2,-0.02
0.704,-1.2,-0.04
0.705,-1.2,-0.02
0.706,-1.2,-0.02
0.707,-1.2,-0.02
0.708,-1.2,0.0
0.709,-1.2,-0.02
0.71,-1.2,-0.02
0.711,-1.2,-0.02
0.712,-1.2,0.0
0.713,-1.2,-0.04
0.714,-1.0,-0.02
0.715,-1.2,-0.04
0.716,-1.2,-0.02
0.717,-1.2,-0.02
0.718,-1.2,-0.02
0.719,-1.2,-0.04
0.72,-1.2,-0.02
0.721,-1.0,-0.04
0.722,-1.2,-0.04
0.723,-1.2,-0.04
0.724,-1.0,-0.04
0.725,-1.0,-0.02
0.726,-1.0,-0.04
0.727,-1.0,-0.02
0.728,-1.0,-0.02
0.729,-1.0,-0.02
0.73,-1.0,0.0
0.731,-1.0,-0.02
0.732,-1.0,-0.02
0.733,-1.0,-0.02
0.734,-1.0,-0.02
0.735,-1.0,-0.02
0.736,-1.0,0.0
0.737,-1.0,-0.02
0.738,-1.0,-0.04
0.739,-1.0,-0.02
0.74,-1.0,-0.02
0.741,-1.0,-0.02
0.742,-0.8,-0.02
0.743,-1.0,-0.04
0.744,-1.0,-0.02
0.745,-1.0,0.0
0.746,-1.0,-0.04
0.747,-1.0,-0.02
0.748,-1.0,-0.02
0.749,-0.8,-0.02
0.75,-1.0,-0.02
0.751,-1.0,-0.02
0.752,-1.0,-0.04
0.753,-0.8,-0.02
0.754,-0.8,-0.02
0.755,-1.0,-0.04
0.756,-0.8,-0.02
0.757,-0.8,-0.04
0.758,-1.0,-0.02
0.759,-0.8,-0.02
0.76,-0.8,-0.04
0.761,-1.0,-0.02
0.762,-0.8,-0.02
0.763,-0.8,-0.04
0.764,-0.8,-0.02
0.765,-0.8,-0.02
0.766,-0.8,-0.04
0.767,-0.8,-0.02
0.768,-0.8,-0.04
0.769,-0.8,-0.04
0.77,-0.8,-0.02
0.771,-0.8,-0.04
0.772,-0.8,-0.02
0.773,-0.8,-0.04
0.774,-0.8,-0.02
0.775,-0.8,-0.04
0.776,-0.8,-0.04
0.777,-0.8,-0.04
0.778,-0.8,-0.04
0.779,-0.8,-0.02
0.78,-0.8,-0.04
0.781,-0.8,-0.02
0.782,-0.8,-0.02
0.783,-0.6,-0.04
0.784,-0.8,-0.02
0.785,-0.8,-0.04
0.786,-0.8,-0.02
0.787,-0.8,-0.04
0.788,-0.8,-0.04
0.789,-0.6,0.0
0.79,-0.8,-0.02
0.791,-0.6,-0.04
0.792,-0.6,-0.02
0.793,-0.8,-0.02
0.794,-0.6,-0.02
0.795,-0.8,-0.02
0.796,-0.6,-0.04
0.797,-0.6,-0.02
0.798,-0.6,-0.04
0.799,-0.6,-0.02
0.8,-0.6,-0.02
0.801,-0.6,-0.04
0.802,-0.6,-0.02
0.803,-0.6,-0.04
0.804,-0.6,-0.04
0.805,-0.6,-0.04
0.806,-0.6,-0.02
0.807,-0.6,-0.02
0.808,-0.6,-0.04
0.809,-0.6,-0.04
0.81,-0.6,-0.02
0.811,-0.6,-0.04
0.812,-0.4,-0.04
0.813,-0.6,-0.02
0.814,-0.6,-0.04
0.815,-0.4,-0.02
0.816,-0.6,-0.04
0.817,-0.4,-0.02
0.818,-0.6,-0.02
0.819,-0.6,-0.02
0.82,-0.6,-0.04
0.821,-0.6,-0.02
0.822,-0.6,-0.02
0.823,-0.6,-0.02
0.824,-0.4,-0.02
0.825,-0.6,-0.04
0.826,-0.4,-0.02
0.827,-0.4,-0.04
0.828,-0.4,-0.02
0.829,-0.4,-0.02
0.83,-0.4,0.0
0.831,-0.4,-0.02
0.832,-0.4,-0.02
0.833,-0.4,-0.04
0.834,-0.4,-0.04
0.835,-0.4,-0.02
0.836,-0.4,-0.04
0.837,-0.4,-0.04
0.838,-0.4,-0.04
0.839,-0.4,-0.04
0.84,-0.4,-0.04
0.841,-0.4,-0.02
0.842,-0.4,-0.02
0.843,-0.4,-0.02
0.844,-0.4,-0.04
0.845,-0.4,-0.02
0.846,-0.4,-0.02
0.847,-0.4,-0.02
0.848,-0.4,-0.02
0.849,-0.4,-0.02
0.85,-0.4,-0.04
0.851,-0.4,-0.04
0.852,-0.4,-0.02
0.853,-0.4,-0.02
0.854,-0.4,-0.04
0.855,-0.4,-0.04
0.856,-0.4,-0.04
0.857,-0.4,-0.02
0.858,-0.4,-0.02
0.859,-0.4,-0.02
0.86,-0.4,-0.02
0.861,-0.4,-0.04
0.862,-0.4,-0.04
0.863,-0.2,-0.02
0.864,-0.4,-0.04
0.865,-0.4,0.0
0.866,-0.2,-0.02
0.867,-0.4,-0.04
0.868,-0.2,-0.02
0.869,-0.4,-0.04
0.87,-0.2,-0.02
0.871,-0.2,-0.04
0.872,-0.2,-0.04
0.873,-0.2,-0.04
0.874,-0.2,-0.02
0.875,-0.2,-0.04
0.876,-0.4,-0.02
0.877,-0.4,-0.02
0.878,-0.2,-0.04
0.879,-0.2,-0.04
0.88,-0.2,-0.02
0.881,-0.2,-0.04
0.882,-0.2,-0.04
0.883,-0.2,-0.02
0.884,0.0,-0.04
0.885,-0.2,-0.04
0.886,0.0,-0.02
0.887,-0.2,-0.04
0.888,-0.2,-0.02
0.889,-0.2,-0.04
0.89,-0.2,-0.02
0.891,-0.2,-0.02
0.892,-0.2,-0.04
0.893,-0.2,-0.04
0.894,-0.2,-0.04
0.895,-0.2,-0.04
0.896,0.0,-0.02
0.897,-0.2,-0.02
0.898,0.0,-0.04
0.899,0.0,-0.04
0.9,0.0,-0.04
0.901,0.0,-0.04
0.902,0.0,-0.04
0.903,0.0,-0.04
0.904,0.0,-0.04
0.905,0.0,-0.04
0.906,0.0,-0.02
0.907,0.0,-0.04
0.908,0.0,-0.04
0.909,0.0,-0.02
0.91,0.0,-0.04
0.911,0.0,-0.02
0.912,-0.2,-0.04
0.913,0.0,-0.04
0.914,0.0,0.0
0.915,0.0,-0.02
0.916,0.0,-0.04
0.917,0.0,-0.04
0.918,0.0,-0.02
0.919,0.0,-0.02
0.92,0.0,-0.02
0.921,0.0,-0.04
0.922,0.0,-0.04
0.923,0.0,-0.02
0.924,0.0,-0.04
0.925,0.0,-0.02
0.926,0.0,-0.02
0.927,0.0,-0.02
0.928,0.2,-0.04
0.929,0.0,-0.02
0.93,0.0,-0.02
0.931,0.2,-0.04
0.932,0.2,-0.02
0.933,0.0,-0.02
0.934,0.2,-0.04
0.935,0.2,-0.02
0.936,0.2,-0.02
0.937,0.2,-0.02
0.938,0.2,-0.04
0.939,0.2,-0.02
0.94,0.2,-0.02
0.941,0.2,-0.02
0.942,0.2,-0.04
0.943,0.2,-0.06
0.944,0.2,-0.04
0.945,0.2,-0.02
0.946,0.2,-0.04
0.947,0.2,-0.04
0.948,0.2,-0.02
0.949,0.2,-0.02
0.95,0.4,-0.04
0.951,0.2,-0.04
0.952,0.2,-0.04
0.953,0.2,-0.04
0.954,0.4,-0.02
0.955,0.2,-0.02
0.956,0.2,-0.04
0.957,0.2,-0.02
0.958,0.2,-0.04
0.959,0.2,-0.04
0.96,0.4,-0.04
0.961,0.2,-0.04
0.962,0.2,-0.04
0.963,0.4,-0.02
0.964,0.4,-0.04
0.965,0.2,-0.02
0.966,0.4,-0.04
0.967,0.4,-0.02
0.968,0.2,-0.02
0.969,0.4,-0.04
0.97,0.4,0.0
0.971,0.4,-0.04
0.972,0.2,-0.04
0.973,0.4,-0.04
0.974,0.4,-0.04
0.975,0.2,-0.04
0.976,0.4,-0.02
0.977,0.4,-0.04
0.978,0.4,-0.02
0.979,0.4,-0.02
0.98,0.4,-0.04
0.981,0.4,-0.02
0.982,0.4,-0.04
0.983,0.4,-0.04
0.984,0.4,-0.02
0.985,0.4,-0.02
0.986,0.4,-0.02
0.987,0.4,-0.02
0.988,0.4,-0.04
0.989,0.4,-0.04
0.99,0.4,-0.02
0.991,0.4,-0.04
0.992,0.4,-0.04
0.993,0.6,-0.02
0.994,0.6,-0.04
0.995,0.4,-0.04
0.996,0.4,-0.04
0.997,0.4,-0.04
0.998,0.4,-0.04
0.999,0.4,-0.02
1.0,0.4,-0.04
1.001,0.4,-0.04
1.002,0.6,-0.02
1.003,0.6,-0.02
1.004,0.4,-0.04
1.005,0.6,-0.04
1.006,0.4,-0.04
1.007,0.6,-0.02
1.008,0.6,-0.04
1.009,0.6,-0.02
1.01,0.6,-0.04
1.011,0.6,-0.04
1.012,0.6,-0.02
1.013,0.6,-0.02
1.014,0.6,-0.04
1.015,0.8,-0.02
1.016,0.6,-0.02
1.017,0.6,-0.04
1.018,0.6,-0.04
1.019,0.6,-0.04
1.02,0.6,-0.04
1.021,0.6,-0.02
1.022,0.6,-0.04
1.023,0.6,-0.04
1.024,0.8,-0.04
1.025,0.8,-0.04
1.026,0.8,-0.02
1.027,0.6,-0.04
1.028,0.6,-0.02
1.029,0.6,-0.02
1.03,0.8,-0.06
1.031,0.8,-0.02
1.032,0.8,-0.02
1.033,0.8,-0.02
1.034,0.6,-0.04
1.035,0.8,-0.04
1.036,0.8,-0.02
1.037,0.8,-0.02
1.038,0.8,-0.04
1.039,0.8,-0.02
1.04,0.8,-0.04
1.041,0.8,-0.02
1.042,0.8,-0.04
1.043,0.8,-0.04
1.044,0.8,-0.02
1.045,0.8,-0.04
1.046,0.8,-0.04
1.047,0.8,-0.04
1.048,0.8,-0.02
1.049,0.8,-0.04
1.05,1.0,-0.04
1.051,0.8,-0.02
1.052,0.8,-0.04
1.053,0.8,-0.02
1.054,0.8,-0.04
1.055,1.0,-0.02
1.056,0.8,-0.04
1.057,0.8,-0.02
1.058,0.8,-0.04
1.059,0.8,-0.04
1.06,0.8,-0.02
1.061,0.8,-0.02
1.062,0.8,-0.04
1.063,0.8,-0.04
1.064,0.8,-0.02
1.065,0.8,-0.04
1.066,1.0,-0.02
1.067,1.0,-0.02
1.068,1.0,-0.04
1.069,1.0,-0.02
1.07,1.0,-0.04
1.071,1.0,-0.02
1.072,1.0,-0.02
1.073,1.0,-0.04
1.074,1.0,-0.04
1.075,1.0,0.0
1.076,1.0,-0.02
1.077,1.0,-0.04
1.078,1.0,-0.02
1.079,1.0,-0.04
1.08,1.0,-0.04
1.081,1.0,0.0
1.082,1.0,-0.04
1.083,1.0,-0.02
1.084,1.0,-0.04
1.085,1.0,-0.04
1.086,1.0,-0.04
1.087,1.0,-0.02
1.088,1.0,-0.04
1.089,1.0,-0.04
1.09,1.0,-0.02
1.091,1.0,-0.02
1.092,1.0,-0.04
1.093,1.0,-0.04
1.094,1.0,-0.02
1.095,1.2,-0.04
1.096,1.0,-0.02
1.097,1.0,-0.04
1.098,1.2,-0.04
1.099,1.2,-0.02
1.1,1.2,-0.04
1.101,1.2,-0.04
1.102,1.2,-0.02
1.103,1.2,-0.02
1.104,1.2,-0.02
1.105,1.2,-0.02
1.106,1.2,-0.02
1.107,1.2,-0.04
1.108,1.2,-0.04
1.109,1.2,-0.04
1.11,1.2,-0.04
1.111,1.2,-0.04
1.112,1.2,-0.04
1.113,1.2,-0.04
1.114,1.2,-0.02
1.115,1.2,-0.04
1.116,1.2,-0.02
1.117,1.2,-0.04
1.118,1.2,-0.04
1.119,1.2,-0.04
1.12,1.2,-0.02
1.121,1.2,-0.04
1.122,1.2,-0.02
1.123,1.2,-0.02
1.124,1.2,-0.04
1.125,1.4,-0.02
1.126,1.2,-0.04
1.127,1.2,-0.04
1.128,1.2,-0.04
1.129,1.2,-0.04
1.13,1.2,-0.02
1.131,1.2,-0.04
1.132,1.4,-0.04
1.133,1.4,-0.04
1.134,1.2,-0.02
1.135,1.4,-0.02
1.136,1.2,-0.04
1.137,1.4,-0.02
1.138,1.2,-0.02
1.139,1.4,-0.02
1.14,1.4,-0.02
1.141,1.4,-0.04
1.142,1.2,-0.04
1.143,1.2,-0.04
1.144,1.4,-0.04
1.145,1.2,-0.04
1.146,1.4,-0.04
1.147,1.4,-0.02
1.148,1.4,-0.02
1.149,1.4,-0.04
1.15,1.4,-0.02
1.151,1.4,-0.04
1.152,1.4,-0.02
1.153,1.4,-0.04
1.154,1.4,-0.02
1.155,1.4,-0.02
1.156,1.4,-0.04
1.157,1.4,-0.04
1.158,1.4,-0.02
1.159,1.6,-0.04
1.16,1.6,-0.04
1.161,1.4,-0.02
1.162,1.4,-0.02
1.163,1.6,-0.04
1.164,1.4,-0.02
1.165,1.4,-0.04
1.166,1.4,-0.02
1.167,1.6,-0.04
1.168,1.6,-0.02
1.169,1.6,-0.02
1.17,1.4,-0.04
1.171,1.6,-0.02
1.172,1.6,-0.04
1.173,1.6,-0.02
1.174,1.6,-0.04
1.175,1.6,-0.02
1.176,1.6,-0.02
1.177,1.6,-0.04
1.178,1.6,-0.04
1.179,1.6,-0.02
1.18,1.6,-0.04
1.181,1.6,-0.02
1.182,1.6,-0.04
1.183,1.6,-0.04
1.184,1.6,-0.04
1.185,1.6,-0.02
1.186,1.6,-0.04
1.187,1.6,-0.04
1.188,1.6,-0.04
1.189,1.6,-0.04
1.19,1.6,-0.04
1.191,1.6,-0.02
1.192,1.6,-0.02
1.193,1.6,-0.02
1.194,1.6,-0.06
1.195,1.6,-0.04
1.196,1.6,-0.04
1.197,1.6,-0.04
1.198,1.6,-0.04
1.199,1.8,-0.04
1.2,1.6,-0.04
1.201,1.6,-0.02
1.202,1.8,-0.04
1.203,1.8,-0.04
1.204,1.6,-0.04
1.205,1.8,-0.06
1.206,1.8,-0.02
1.207,1.8,-0.02
1.208,1.6,-0.02
1.209,1.8,-0.02
1.21,1.8,-0.04
1.211,1.8,-0.02
1.212,1.8,-0.02
1.213,1.8,0.0
1.214,1.8,-0.02
1.215,1.8,-0.04
1.216,1.8,-0.04
1.217,1.8,-0.04
1.218,1.8,-0.04
1.219,1.8,-0.02
1.22,2.0,-0.02
1.221,1.6,-0.02
1.222,1.8,-0.02
1.223,1.8,-0.02
1.224,1.8,-0.04
1.225,1.8,-0.02
1.226,1.8,-0.02
1.227,2.0,-0.02
1.228,1.8,-0.04
1.229,2.0,-0.02
1.23,1.8,-0.04
1.231,2.0,-0.02
1.232,1.8,-0.04
1.233,2.0,-0.04
1.234,1.8,-0.04
1.235,1.8,-0.02
1.236,2.0,-0.02
1.237,2.0,-0.02
1.238,2.0,-0.02
1.239,2.0,-0.02
1.24,2.0,-0.02
1.241,2.0,-0.02
1.242,2.0,-0.04
1.243,2.0,-0.02
1.244,2.0,-0.02
1.245,2.0,-0.02
1.246,2.0,-0.02
1.247,2.0,-0.04
1.248,2.0,-0.02
1.249,2.0,-0.04
1.25,2.0,-0.02
1.251,2.0,-0.02
1.252,2.0,-0.04
1.253,2.0,-0.02
1.254,2.0,-0.04
1.255,2.0,-0.04
1.256,2.0,-0.04
1.257,2.0,-0.04
1.258,2.0,-0.04
1.259,2.0,-0.02
1.26,2.0,-0.02
1.261,2.2,-0.02
1.262,2.0,-0.04
1.263,2.0,-0.04
1.264,2.2,-0.04
1.265,2.2,-0.02
1.266,2.0,-0.04
1.267,2.2,-0.02
1.268,2.0,-0.04
1.269,2.0,-0.02
1.27,2.2,-0.02
1.271,2.2,-0.02
1.272,2.2,-0.02
1.273,2.2,-0.02
1.274,2.2,-0.02
1.275,2.2,-0.04
1.276,2.2,0.0
1.277,2.2,-0.02
1.278,2.0,-0.02
1.279,2.2,-0.02
1.28,2.2,-0.04
1.281,2.2,-0.02
1.282,2.2,-0.02
1.283,2.2,-0.02
1.284,2.2,-0.02
1.285,2.2,-0.02
1.286,2.2,-0.02
1.287,2.2,-0.02
1.288,2.2,-0.02
1.289,2.2,-0.02
1.29,2.2,-0.04
1.291,2.2,-0.02
1.292,2.2,-0.02
1.293,2.2,-0.04
1.294,2.2,-0.02
1.295,2.2,-0.02
1.296,2.2,-0.04
1.297,2.2,-0.04
1.298,2.2,-0.02
1.299,2.4,-0.02
1.3,2.2,-0.02
1.301,2.4,-0.02
1.302,2.4,-0.04
1.303,2.4,-0.02
