t[s],CH1,CH2
2.208,-7.6,0.72
2.21,-7.6,0.72
2.212,-7.6,0.76
2.214,-7.6,0.76
2.216,-7.6,0.8
2.218,-7.6,0.8
2.22,-7.6,0.8
2.222,-7.6,0.84
2.224,-7.6,0.84
2.226,-7.4,0.88
2.228,-7.4,0.88
2.23,-7.4,0.88
2.232,-7.4,0.92
2.234,-7.4,0.92
2.236,-7.6,0.96
2.238,-7.4,0.92
2.24,-7.4,1.0
2.242,-7.4,1.0
2.244,-7.4,1.0
2.246,-7.4,1.08
2.248,-7.4,1.04
2.25,-7.2,1.08
2.252,-7.2,1.12
2.254,-7.2,1.16
2.256,-7.4,1.16
2.258,-7.2,1.24
2.26,-7.2,1.24
2.262,-7.4,1.28
2.264,-7.2,1.32
2.266,-7.2,1.36
2.268,-7.2,1.4
2.27,-7.2,1.4
2.272,-7.2,1.44
2.274,-7.2,1.52
2.276,-7.2,1.52
2.278,-7.2,1.6
2.28,-7.2,1.64
2.282,-7.2,1.64
2.284,-7.2,1.68
2.286,-7.2,1.76
2.288,-7.2,1.8
2.29,-7.2,1.84
2.292,-7.2,1.88
2.294,-7.2,1.96
2.296,-7.2,2.0
2.298,-7.2,2.08
2.3,-7.2,2.12
2.302,-7.2,2.2
2.304,-7.0,2.28
2.306,-7.2,2.4
2.308,-7.0,2.44
2.31,-7.0,2.48
2.312,-7.2,2.56
2.314,-7.0,2.6
2.316,-7.2,2.68
2.318,-7.2,2.8
2.32,-7.0,2.88
2.322,-7.0,3.0
2.324,-7.0,3.04
2.326,-7.0,3.16
2.328,-7.0,3.24
2.33,-7.0,3.32
2.332,-6.8,3.44
2.334,-6.8,3.56
2.336,-6.8,3.64
2.338,-6.8,3.76
2.34,-7.0,3.84
2.342,-6.8,3.96
2.344,-6.8,4.08
2.346,-6.8,4.16
2.348,-6.8,4.32
2.35,-6.8,4.4
2.352,-6.8,4.48
2.354,-6.8,4.56
2.356,-6.8,4.72
2.358,-6.8,4.8
2.36,-6.8,4.92
2.362,-6.8,5.04
2.364,-6.8,5.12
2.366,-6.8,5.2
2.368,-6.8,5.28
2.37,-6.6,5.36
2.372,-6.6,5.4
2.374,-6.6,5.44
2.376,-6.6,5.56
2.378,-6.8,5.6
2.38,-6.6,5.6
2.382,-6.6,5.64
2.384,-6.6,5.64
2.386,-6.6,5.6
2.388,-6.6,5.64
2.39,-6.6,5.6
2.392,-6.6,5.56
2.394,-6.6,5.56
2.396,-6.6,5.48
2.398,-6.6,5.48
2.4,-6.6,5.4
2.402,-6.6,5.32
2.404,-6.6,5.28
2.406,-6.6,5.16
2.408,-6.4,5.12
2.41,-6.4,5.0
2.412,-6.4,4.92
2.414,-6.4,4.8
2.416,-6.4,4.76
2.418,-6.4,4.64
2.42,-6.4,4.52
2.422,-6.4,4.44
2.424,-6.4,4.28
2.426,-6.4,4.2
2.428,-6.4,4.08
2.43,-6.2,3.92
2.432,-6.4,3.84
2.434,-6.4,3.72
2.436,-6.4,3.6
2.438,-6.4,3.48
2.44,-6.2,3.36
2.442,-6.2,3.28
2.444,-6.2,3.2
2.446,-6.2,3.12
2.448,-6.2,3.04
2.45,-6.2,2.96
2.452,-6.2,2.88
2.454,-6.2,2.8
2.456,-6.2,2.72
2.458,-6.2,2.64
2.46,-6.0,2.48
2.462,-6.0,2.44
2.464,-6.2,2.36
2.466,-6.2,2.32
2.468,-6.2,2.24
2.47,-6.2,2.16
2.472,-6.0,2.12
2.474,-6.2,2.04
2.476,-6.2,2.0
2.478,-6.0,1.96
2.48,-6.0,1.84
2.482,-6.0,1.8
2.484,-6.0,1.76
2.486,-6.0,1.72
2.488,-6.0,1.68
2.49,-6.0,1.6
2.492,-6.0,1.6
2.494,-6.0,1.52
2.496,-6.0,1.52
2.498,-6.0,1.48
2.5,-6.0,1.44
2.502,-6.0,1.4
2.504,-6.0,1.32
2.506,-6.0,1.32
2.508,-5.8,1.28
2.51,-5.8,1.24
2.512,-6.0,1.2
2.514,-5.8,1.2
2.516,-5.8,1.12
2.518,-5.8,1.12
2.52,-5.8,1.12
2.522,-5.8,1.08
2.524,-5.8,1.04
2.526,-5.8,1.04
2.528,-5.8,0.96
2.53,-5.8,0.96
2.532,-5.8,0.96
2.534,-5.8,0.92
2.536,-5.8,0.88
2.538,-5.6,0.88
2.54,-5.8,0.92
2.542,-5.6,0.88
2.544,-5.6,0.84
2.546,-5.8,0.8
2.548,-5.8,0.8
2.55,-5.6,0.8
2.552,-5.6,0.76
2.554,-5.6,0.76
2.556,-5.6,0.72
2.558,-5.6,0.68
2.56,-5.6,0.68
2.562,-5.6,0.68
2.564,-5.6,0.68
2.566,-5.6,0.68
2.568,-5.6,0.68
2.57,-5.6,0.64
2.572,-5.6,0.64
2.574,-5.6,0.6
2.576,-5.4,0.6
2.578,-5.6,0.6
2.58,-5.6,0.56
2.582,-5.4,0.56
2.584,-5.4,0.56
2.586,-5.4,0.52
2.588,-5.4,0.56
2.59,-5.4,0.52
2.592,-5.4,0.52
2.594,-5.4,0.52
2.596,-5.4,0.48
2.598,-5.2,0.48
2.6,-5.4,0.48
2.602,-5.4,0.48
2.604,-5.4,0.48
2.606,-5.4,0.44
2.608,-5.4,0.48
2.61,-5.2,0.44
2.612,-5.4,0.44
2.614,-5.4,0.44
2.616,-5.2,0.44
2.618,-5.4,0.4
2.62,-5.2,0.4
2.622,-5.4,0.4
2.624,-5.2,0.4
2.626,-5.2,0.36
2.628,-5.2,0.4
2.63,-5.2,0.4
2.632,-5.2,0.36
2.634,-5.2,0.36
2.636,-5.2,0.36
2.638,-5.2,0.32
2.64,-5.2,0.36
2.642,-5.2,0.36
2.644,-5.2,0.36
2.646,-5.0,0.32
2.648,-5.0,0.32
2.65,-5.0,0.32
2.652,-5.0,0.32
2.654,-5.0,0.32
2.656,-5.0,0.32
2.658,-5.0,0.32
2.66,-5.0,0.28
2.662,-5.0,0.32
2.664,-5.0,0.32
2.666,-5.0,0.28
2.668,-5.0,0.28
2.67,-5.0,0.28
2.672,-5.0,0.28
2.674,-4.8,0.28
2.676,-4.8,0.28
2.678,-4.8,0.28
2.68,-5.0,0.28
2.682,-5.0,0.28
2.684,-4.8,0.28
2.686,-5.0,0.24
2.688,-4.8,0.28
2.69,-4.8,0.24
2.692,-4.8,0.28
2.694,-4.8,0.24
2.696,-4.8,0.24
2.698,-4.8,0.24
2.7,-4.8,0.28
2.702,-4.8,0.24
2.704,-4.8,0.24
2.706,-4.8,0.24
2.708,-4.8,0.24
2.71,-4.8,0.2
2.712,-4.8,0.24
2.714,-4.8,0.24
2.716,-4.8,0.24
2.718,-4.6,0.24
2.72,-4.8,0.2
2.722,-4.8,0.2
2.724,-4.8,0.2
2.726,-4.6,0.24
2.728,-4.6,0.2
2.73,-4.8,0.24
2.732,-4.6,0.2
2.734,-4.6,0.2
2.736,-4.6,0.24
2.738,-4.6,0.2
2.74,-4.6,0.2
2.742,-4.6,0.2
2.744,-4.6,0.2
2.746,-4.6,0.2
2.748,-4.6,0.2
2.75,-4.4,0.2
2.752,-4.4,0.2
2.754,-4.6,0.16
2.756,-4.6,0.2
2.758,-4.4,0.2
2.76,-4.6,0.16
2.762,-4.4,0.16
2.764,-4.4,0.16
2.766,-4.4,0.16
2.768,-4.4,0.16
2.77,-4.4,0.16
2.772,-4.4,0.16
2.774,-4.4,0.16
2.776,-4.4,0.16
2.778,-4.4,0.16
2.78,-4.4,0.16
2.782,-4.4,0.16
2.784,-4.4,0.16
2.786,-4.4,0.16
2.788,-4.2,0.16
2.79,-4.4,0.16
2.792,-4.2,0.16
2.794,-4.2,0.16
2.796,-4.2,0.16
2.798,-4.2,0.12
2.8,-4.2,0.16
2.802,-4.2,0.12
2.804,-4.2,0.16
2.806,-4.2,0.12
2.808,-4.2,0.16
2.81,-4.2,0.16
2.812,-4.2,0.16
2.814,-4.0,0.16
2.816,-4.2,0.12
2.818,-4.2,0.16
2.82,-4.2,0.12
2.822,-4.2,0.16
2.824,-4.0,0.16
2.826,-4.2,0.16
2.828,-4.0,0.16
2.83,-4.0,0.16
2.832,-4.0,0.16
2.834,-4.0,0.16
2.836,-4.0,0.16
2.838,-4.0,0.12
2.84,-4.0,0.12
2.842,-4.0,0.12
2.844,-4.0,0.12
2.846,-4.0,0.12
2.848,-4.0,0.12
2.85,-3.8,0.12
2.852,-4.0,0.16
2.854,-4.0,0.12
2.856,-3.8,0.16
2.858,-3.8,0.12
2.86,-3.8,0.12
2.862,-3.8,0.16
2.864,-3.8,0.12
2.866,-3.8,0.12
2.868,-3.8,0.12
2.87,-3.8,0.12
2.872,-3.8,0.12
2.874,-3.8,0.12
2.876,-3.8,0.16
2.878,-3.8,0.12
2.88,-3.8,0.12
2.882,-3.8,0.12
2.884,-3.8,0.12
2.886,-3.8,0.12
2.888,-3.8,0.12
2.89,-3.8,0.12
2.892,-3.8,0.12
2.894,-3.6,0.12
2.896,-3.6,0.12
2.898,-3.8,0.16
2.9,-3.6,0.16
2.902,-3.6,0.12
2.904,-3.6,0.12
2.906,-3.6,0.08
2.908,-3.6,0.12
2.91,-3.6,0.12
2.912,-3.6,0.12
2.914,-3.6,0.12
2.916,-3.6,0.12
2.918,-3.6,0.12
2.92,-3.6,0.12
2.922,-3.6,0.12
2.924,-3.6,0.16
2.926,-3.6,0.12
2.928,-3.6,0.16
2.93,-3.4,0.12
2.932,-3.6,0.08
2.934,-3.4,0.12
2.936,-3.4,0.08
2.938,-3.4,0.12
2.94,-3.4,0.12
2.942,-3.6,0.12
2.944,-3.4,0.12
2.946,-3.4,0.08
2.948,-3.4,0.08
2.95,-3.4,0.12
2.952,-3.4,0.12
2.954,-3.4,0.12
2.956,-3.2,0.12
2.958,-3.4,0.12
2.96,-3.4,0.16
2.962,-3.2,0.08
2.964,-3.2,0.08
2.966,-3.2,0.08
2.968,-3.4,0.08
2.97,-3.4,0.08
2.972,-3.2,0.12
2.974,-3.2,0.12
2.976,-3.2,0.08
2.978,-3.2,0.12
2.98,-3.2,0.12
2.982,-3.2,0.08
2.984,-3.2,0.08
2.986,-3.2,0.08
2.988,-3.2,0.12
2.99,-3.2,0.12
2.992,-3.2,0.08
2.994,-3.2,0.12
2.996,-3.2,0.12
2.998,-3.2,0.08
3.0,-3.0,0.12
3.002,-3.0,0.08
3.004,-3.2,0.08
3.006,-3.0,0.08
3.008,-3.2,0.12
3.01,-3.0,0.12
3.012,-3.0,0.08
3.014,-3.0,0.12
3.016,-3.0,0.08
3.018,-3.0,0.12
3.02,-3.0,0.12
3.022,-3.0,0.08
3.024,-3.0,0.08
3.026,-3.0,0.08
3.028,-3.0,0.08
3.03,-2.8,0.12
3.032,-3.0,0.12
3.034,-2.8,0.12
3.036,-2.8,0.12
3.038,-2.8,0.08
3.04,-2.8,0.08
3.042,-2.8,0.08
3.044,-2.8,0.08
3.046,-2.8,0.12
3.048,-2.8,0.08
3.05,-2.8,0.12
3.052,-2.8,0.08
3.054,-2.8,0.08
3.056,-2.8,0.12
3.058,-2.8,0.08
3.06,-2.8,0.12
3.062,-2.6,0.12
3.064,-2.8,0.12
3.066,-2.8,0.08
3.068,-2.8,0.08
3.07,-2.6,0.08
3.072,-2.6,0.08
3.074,-2.6,0.08
3.076,-2.6,0.12
3.078,-2.6,0.12
3.08,-2.6,0.08
3.082,-2.6,0.12
3.084,-2.6,0.08
3.086,-2.6,0.08
3.088,-2.6,0.12
3.09,-2.6,0.12
3.092,-2.6,0.08
3.094,-2.6,0.12
3.096,-2.4,0.08
3.098,-2.6,0.08
3.1,-2.6,0.08
3.102,-2.6,0.08
3.104,-2.4,0.12
3.106,-2.4,0.12
3.108,-2.4,0.12
3.11,-2.4,0.12
3.112,-2.4,0.12
3.114,-2.4,0.12
3.116,-2.4,0.12
3.118,-2.4,0.08
3.12,-2.4,0.08
3.122,-2.4,0.08
3.124,-2.4,0.08
3.126,-2.4,0.08
3.128,-2.2,0.12
3.13,-2.4,0.12
3.132,-2.2,0.12
3.134,-2.4,0.08
3.136,-2.4,0.08
3.138,-2.2,0.12
3.14,-2.2,0.12
3.142,-2.2,0.12
3.144,-2.2,0.08
3.146,-2.2,0.12
3.148,-2.4,0.08
3.15,-2.2,0.12
3.152,-2.2,0.08
3.154,-2.2,0.08
3.156,-2.2,0.12
3.158,-2.2,0.08
3.16,-2.2,0.12
3.162,-2.2,0.12
3.164,-2.2,0.08
3.166,-2.0,0.08
3.168,-2.2,0.12
3.17,-2.0,0.12
3.172,-2.0,0.12
3.174,-2.2,0.12
3.176,-2.2,0.12
3.178,-2.0,0.12
3.18,-2.0,0.12
3.182,-2.0,0.08
3.184,-2.0,0.08
3.186,-2.0,0.12
3.188,-2.0,0.12
3.19,-2.0,0.12
3.192,-2.0,0.08
3.194,-2.0,0.12
3.196,-2.0,0.12
3.198,-2.0,0.12
3.2,-2.0,0.12
3.202,-2.0,0.12
3.204,-2.0,0.12
3.206,-1.8,0.12
3.208,-2.0,0.12
3.21,-2.0,0.12
3.212,-2.0,0.08
3.214,-1.8,0.12
3.216,-1.8,0.12
3.218,-1.8,0.12
3.22,-1.8,0.12
3.222,-1.8,0.12
3.224,-1.8,0.12
3.226,-1.8,0.12
3.228,-1.8,0.12
3.23,-1.8,0.12
3.232,-1.6,0.12
3.234,-1.6,0.12
3.236,-1.8,0.12
3.238,-1.6,0.16
3.24,-1.6,0.12
3.242,-1.6,0.12
3.244,-1.6,0.12
3.246,-1.6,0.16
3.248,-1.6,0.12
3.25,-1.6,0.12
3.252,-1.6,0.12
3.254,-1.6,0.12
3.256,-1.6,0.16
3.258,-1.6,0.12
3.26,-1.6,0.12
3.262,-1.6,0.12
3.264,-1.6,0.12
3.266,-1.4,0.16
3.268,-1.6,0.12
3.27,-1.6,0.12
3.272,-1.6,0.12
3.274,-1.4,0.12
3.276,-1.4,0.12
3.278,-1.4,0.16
3.28,-1.4,0.16
3.282,-1.6,0.16
3.284,-1.4,0.12
3.286,-1.4,0.12
3.288,-1.4,0.12
3.29,-1.4,0.12
3.292,-1.4,0.16
3.294,-1.4,0.12
3.296,-1.4,0.16
3.298,-1.4,0.12
3.3,-1.4,0.16
3.302,-1.2,0.12
3.304,-1.2,0.16
3.306,-1.4,0.16
3.308,-1.4,0.16
3.31,-1.4,0.16
3.312,-1.4,0.16
3.314,-1.2,0.16
3.316,-1.2,0.16
3.318,-1.2,0.16
3.32,-1.2,0.16
3.322,-1.2,0.16
3.324,-1.2,0.16
3.326,-1.2,0.16
3.328,-1.2,0.16
3.33,-1.2,0.16
3.332,-1.2,0.16
3.334,-1.2,0.16
3.336,-1.2,0.16
3.338,-1.2,0.2
3.34,-1.2,0.16
3.342,-1.0,0.16
3.344,-1.2,0.16
3.346,-1.2,0.16
3.348,-1.0,0.16
3.35,-1.0,0.2
3.352,-1.0,0.16
3.354,-1.0,0.16
3.356,-1.0,0.16
3.358,-1.0,0.2
3.36,-1.0,0.16
3.362,-1.0,0.2
3.364,-1.0,0.2
3.366,-0.8,0.16
3.368,-0.8,0.2
3.37,-0.8,0.16
3.372,-1.0,0.16
3.374,-0.8,0.2
3.376,-0.8,0.2
3.378,-1.0,0.16
3.38,-0.8,0.2
3.382,-0.8,0.24
3.384,-0.8,0.2
3.386,-0.8,0.2
3.388,-0.8,0.2
3.39,-0.8,0.2
3.392,-0.8,0.24
3.394,-0.8,0.24
3.396,-0.8,0.24
3.398,-0.8,0.24
3.4,-0.8,0.24
3.402,-0.8,0.2
3.404,-0.6,0.24
3.406,-0.8,0.24
3.408,-0.8,0.24
3.41,-0.8,0.24
3.412,-0.6,0.24
3.414,-0.6,0.24
3.416,-0.6,0.24
3.418,-0.6,0.24
3.42,-0.6,0.24
3.422,-0.6,0.24
3.424,-0.4,0.24
3.426,-0.6,0.24
3.428,-0.6,0.28
3.43,-0.6,0.24
3.432,-0.6,0.28
3.434,-0.4,0.28
3.436,-0.4,0.28
3.438,-0.6,0.28
3.44,-0.4,0.28
3.442,-0.4,0.28
3.444,-0.4,0.28
3.446,-0.6,0.28
3.448,-0.4,0.32
3.45,-0.4,0.32
3.452,-0.4,0.32
3.454,-0.4,0.28
3.456,-0.4,0.32
3.458,-0.4,0.32
3.46,-0.4,0.32
3.462,-0.4,0.32
3.464,-0.4,0.36
3.466,-0.2,0.36
3.468,-0.4,0.32
3.47,-0.4,0.36
3.472,-0.4,0.36
3.474,-0.4,0.36
3.476,-0.2,0.36
3.478,-0.4,0.36
3.48,-0.2,0.4
3.482,-0.2,0.36
3.484,-0.4,0.36
3.486,-0.2,0.4
3.488,-0.4,0.4
3.49,-0.2,0.4
3.492,-0.2,0.36
3.494,-0.2,0.4
3.496,-0.2,0.44
3.498,-0.2,0.44
3.5,-0.2,0.44
3.502,-0.2,0.48
3.504,-0.2,0.52
3.506,-0.2,0.52
3.508,-0.2,0.48
3.51,-0.2,0.48
3.512,-0.2,0.48
3.514,0.0,0.48
3.516,-0.2,0.52
3.518,0.0,0.52
3.52,-0.2,0.56
3.522,0.0,0.56
3.524,0.0,0.56
3.526,0.0,0.56
3.528,0.0,0.56
3.53,0.0,0.56
3.532,0.0,0.6
3.534,0.0,0.6
3.536,0.0,0.6
3.538,0.0,0.64
3.54,0.0,0.68
3.542,0.0,0.64
3.544,0.0,0.64
3.546,0.0,0.68
3.548,0.0,0.72
3.55,0.0,0.76
3.552,0.0,0.76
3.554,0.2,0.72
3.556,0.2,0.76
3.558,0.2,0.76
3.56,0.2,0.8
3.562,0.2,0.8
3.564,0.2,0.84
3.566,0.2,0.84
3.568,0.2,0.88
3.57,0.2,0.88
3.572,0.2,0.88
3.574,0.2,0.88
3.576,0.2,0.92
3.578,0.2,1.0
3.58,0.2,1.08
3.582,0.4,1.12
3.584,0.4,1.12
3.586,0.4,1.16
3.588,0.4,1.2
3.59,0.2,1.2
3.592,0.4,1.2
3.594,0.4,1.2
3.596,0.4,1.2
3.598,0.4,1.24
3.6,0.4,1.28
3.602,0.4,1.32
3.604,0.4,1.36
3.606,0.4,1.32
3.608,0.6,1.4
3.61,0.4,1.56
3.612,0.4,1.72
3.614,0.4,1.8
3.616,0.6,1.92
3.618,0.4,1.92
3.62,0.4,1.96
3.622,0.6,2.04
3.624,0.4,2.0
3.626,0.4,1.96
3.628,0.6,1.92
3.63,0.6,1.96
3.632,0.6,1.96
3.634,0.8,1.96
3.636,0.6,2.04
3.638,0.6,2.12
3.64,0.6,2.24
3.642,0.6,2.4
3.644,0.8,2.52
3.646,0.8,2.84
3.648,0.6,3.04
3.65,0.6,3.28
3.652,0.8,3.32
3.654,0.8,3.36
3.656,0.8,3.44
3.658,0.8,3.52
3.66,0.8,3.56
3.662,0.8,3.56
3.664,0.8,3.52
3.666,0.8,3.48
3.668,0.8,3.52
3.67,0.8,3.56
3.672,1.0,3.8
3.674,0.8,3.92
3.676,0.8,4.08
3.678,0.8,4.28
3.68,0.8,4.6
3.682,0.8,4.96
3.684,0.8,5.28
3.686,1.0,5.4
3.688,0.8,5.52
3.69,0.8,5.52
3.692,0.8,5.52
3.694,1.0,5.56
3.696,1.0,5.52
3.698,1.0,5.48
3.7,1.0,5.44
3.702,1.0,5.44
3.704,1.0,5.48
3.706,1.0,5.52
3.708,1.0,5.52
3.71,1.0,5.56
3.712,1.0,5.6
3.714,1.0,5.56
3.716,1.0,5.56
3.718,1.2,5.48
3.72,1.0,5.4
3.722,1.0,5.32
3.724,1.2,5.12
3.726,1.2,5.04
3.728,1.2,4.96
3.73,1.0,4.8
3.732,1.2,4.68
3.734,1.2,4.68
3.736,1.2,4.6
3.738,1.2,4.48
3.74,1.2,4.36
3.742,1.2,4.36
3.744,1.4,4.16
3.746,1.4,4.04
3.748,1.2,3.88
3.75,1.2,3.84
3.752,1.4,3.68
3.754,1.2,3.52
3.756,1.2,3.36
3.758,1.4,3.32
3.76,1.2,3.2
3.762,1.4,3.08
3.764,1.4,2.96
3.766,1.4,2.92
3.768,1.4,2.76
3.77,1.4,2.6
3.772,1.4,2.56
3.774,1.4,2.44
3.776,1.4,2.4
3.778,1.4,2.36
3.78,1.4,2.36
3.782,1.4,2.32
3.784,1.4,2.2
3.786,1.4,2.04
3.788,1.6,1.96
3.79,1.6,1.84
3.792,1.6,1.84
3.794,1.6,1.8
3.796,1.6,1.8
3.798,1.6,1.76
3.8,1.6,1.8
3.802,1.6,1.76
3.804,1.6,1.6
3.806,1.6,1.52
3.808,1.6,1.44
3.81,1.6,1.44
3.812,1.6,1.4
3.814,1.6,1.4
3.816,1.6,1.28
3.818,1.6,1.24
3.82,1.6,1.16
3.822,1.8,1.2
3.824,1.6,1.16
3.826,1.8,1.12
3.828,1.8,1.08
3.83,1.8,1.08
3.832,1.8,1.08
3.834,1.8,1.04
3.836,1.6,1.0
3.838,1.8,0.96
3.84,1.8,1.0
3.842,2.0,0.92
3.844,1.8,0.92
3.846,2.0,0.84
3.848,1.8,0.84
3.85,1.8,0.84
3.852,2.0,0.8
3.854,1.8,0.8
3.856,2.0,0.8
3.858,1.8,0.8
3.86,2.0,0.72
3.862,2.0,0.76
3.864,2.0,0.72
3.866,2.0,0.72
3.868,2.0,0.68
3.87,2.0,0.64
3.872,2.0,0.64
3.874,2.0,0.64
3.876,2.0,0.64
3.878,2.2,0.6
3.88,2.0,0.6
3.882,2.0,0.6
3.884,2.0,0.56
3.886,2.2,0.56
3.888,2.2,0.52
3.89,2.2,0.52
3.892,2.0,0.52
3.894,2.2,0.56
3.896,2.2,0.52
3.898,2.2,0.56
3.9,2.2,0.48
3.902,2.2,0.52
3.904,2.2,0.52
3.906,2.2,0.48
3.908,2.2,0.48
3.91,2.2,0.48
3.912,2.4,0.44
3.914,2.2,0.44
3.916,2.2,0.44
3.918,2.2,0.4
3.92,2.4,0.4
3.922,2.4,0.4
3.924,2.4,0.4
3.926,2.4,0.4
3.928,2.4,0.36
3.93,2.4,0.36
3.932,2.4,0.36
3.934,2.4,0.36
3.936,2.4,0.32
3.938,2.4,0.36
3.94,2.4,0.36
3.942,2.4,0.32
3.944,2.4,0.36
3.946,2.4,0.32
3.948,2.4,0.32
3.95,2.4,0.32
3.952,2.4,0.32
3.954,2.6,0.32
3.956,2.6,0.32
3.958,2.6,0.32
3.96,2.6,0.28
3.962,2.6,0.28
3.964,2.6,0.28
3.966,2.6,0.28
3.968,2.6,0.28
3.97,2.6,0.28
3.972,2.8,0.28
3.974,2.6,0.28
3.976,2.6,0.28
3.978,2.6,0.28
3.98,2.6,0.28
3.982,2.8,0.28
3.984,2.8,0.24
3.986,2.8,0.28
3.988,2.8,0.24
3.99,2.8,0.28
3.992,2.6,0.24
3.994,2.8,0.24
3.996,2.8,0.24
3.998,2.8,0.24
4.0,2.8,0.24
4.002,2.8,0.24
4.004,2.8,0.24
4.006,2.8,0.2
4.008,2.8,0.24
4.01,2.8,0.24
4.012,2.8,0.24
4.014,2.8,0.24
4.016,2.8,0.24
4.018,2.8,0.2
4.02,2.8,0.2
4.022,2.8,0.24
4.024,2.8,0.24
4.026,2.8,0.2
4.028,2.8,0.2
4.03,2.8,0.2
4.032,3.0,0.2
4.034,3.0,0.2
4.036,3.0,0.2
4.038,3.0,0.2
4.04,3.0,0.2
4.042,3.0,0.2
4.044,3.0,0.2
4.046,3.2,0.2
4.048,3.0,0.2
4.05,3.0,0.2
4.052,3.0,0.2
4.054,3.0,0.16
4.056,3.2,0.2
4.058,3.0,0.16
4.06,3.0,0.16
4.062,3.2,0.16
4.064,3.2,0.16
4.066,3.2,0.16
4.068,3.2,0.2
4.07,3.2,0.16
4.072,3.2,0.16
4.074,3.2,0.16
4.076,3.2,0.16
4.078,3.2,0.16
4.08,3.2,0.16
4.082,3.2,0.16
4.084,3.2,0.16
4.086,3.2,0.16
4.088,3.2,0.16
4.09,3.2,0.16
4.092,3.2,0.16
4.094,3.2,0.16
4.096,3.2,0.16
4.098,3.4,0.16
4.1,3.4,0.16
4.102,3.4,0.16
4.104,3.4,0.16
4.106,3.4,0.16
4.108,3.4,0.16
4.11,3.4,0.12
4.112,3.4,0.16
4.114,3.4,0.16
4.116,3.4,0.16
4.118,3.4,0.12
4.12,3.4,0.16
4.122,3.4,0.16
4.124,3.6,0.16
4.126,3.4,0.12
4.128,3.6,0.12
4.13,3.6,0.12
4.132,3.6,0.12
4.134,3.6,0.12
4.136,3.6,0.12
4.138,3.6,0.12
4.14,3.6,0.12
4.142,3.6,0.16
4.144,3.6,0.12
4.146,3.6,0.12
4.148,3.6,0.12
4.15,3.6,0.16
4.152,3.6,0.16
4.154,3.8,0.12
4.156,3.6,0.12
4.158,3.6,0.16
4.16,3.8,0.12
4.162,3.6,0.16
4.164,3.8,0.16
4.166,3.8,0.12
4.168,3.8,0.12
4.17,3.8,0.12
4.172,3.8,0.12
4.174,3.8,0.12
4.176,3.8,0.12
4.178,3.8,0.12
4.18,3.8,0.12
4.182,3.8,0.12
4.184,3.8,0.12
4.186,3.8,0.12
4.188,3.8,0.12
4.19,4.0,0.12
4.192,4.0,0.12
4.194,4.0,0.12
4.196,4.0,0.12
4.198,4.0,0.12
4.2,3.8,0.12
