t[s],CH1,CH2
0.78,-8.6,1.04
0.782,-8.6,0.976
0.784,-8.6,0.936
0.786,-8.6,0.816
0.788,-8.6,0.776
0.79,-8.6,0.784
0.792,-8.6,0.8
0.794,-8.6,0.84
0.796,-8.4,0.896
0.798,-8.4,0.928
0.8,-8.4,0.912
0.802,-8.4,0.888
0.804,-8.6,0.808
0.806,-8.4,0.72
0.808,-8.4,0.64
0.81,-8.4,0.592
0.812,-8.4,0.568
0.814,-8.4,0.584
0.816,-8.4,0.624
0.818,-8.4,0.664
0.82,-8.4,0.664
0.822,-8.4,0.68
0.824,-8.4,0.664
0.826,-8.4,0.624
0.828,-8.4,0.576
0.83,-8.4,0.544
0.832,-8.2,0.496
0.834,-8.4,0.48
0.836,-8.4,0.472
0.838,-8.4,0.472
0.84,-8.2,0.456
0.842,-8.4,0.448
0.844,-8.2,0.456
0.846,-8.2,0.448
0.848,-8.2,0.448
0.85,-8.2,0.44
0.852,-8.2,0.424
0.854,-8.2,0.432
0.856,-8.2,0.4
0.858,-8.2,0.392
0.86,-8.2,0.376
0.862,-8.2,0.36
0.864,-8.2,0.344
0.866,-8.2,0.328
0.868,-8.0,0.328
0.87,-8.0,0.32
0.872,-8.0,0.304
0.874,-8.2,0.296
0.876,-8.2,0.296
0.878,-8.0,0.288
0.88,-8.0,0.28
0.882,-8.0,0.272
0.884,-8.0,0.264
0.886,-8.0,0.248
0.888,-8.0,0.248
0.89,-8.0,0.24
0.892,-8.0,0.232
0.894,-8.0,0.224
0.896,-8.0,0.216
0.898,-8.0,0.224
0.9,-8.0,0.216
0.902,-8.0,0.2
0.904,-7.8,0.2
0.906,-8.0,0.192
0.908,-8.0,0.192
0.91,-7.8,0.184
0.912,-7.8,0.184
0.914,-7.8,0.176
0.916,-7.8,0.176
0.918,-7.8,0.176
0.92,-7.8,0.168
0.922,-7.8,0.16
0.924,-7.8,0.16
0.926,-7.8,0.16
0.928,-7.8,0.16
0.93,-7.8,0.152
0.932,-7.8,0.152
0.934,-7.8,0.144
0.936,-7.8,0.144
0.938,-7.8,0.144
0.94,-7.8,0.136
0.942,-7.8,0.136
0.944,-7.8,0.128
0.946,-7.8,0.128
0.948,-7.6,0.128
0.95,-7.6,0.12
0.952,-7.6,0.12
0.954,-7.6,0.112
0.956,-7.6,0.112
0.958,-7.6,0.112
0.96,-7.6,0.12
0.962,-7.6,0.112
0.964,-7.6,0.104
0.966,-7.6,0.104
0.968,-7.6,0.104
0.97,-7.6,0.104
0.972,-7.6,0.104
0.974,-7.6,0.096
0.976,-7.4,0.096
0.978,-7.4,0.096
0.98,-7.4,0.096
0.982,-7.4,0.096
0.984,-7.4,0.096
0.986,-7.4,0.096
0.988,-7.4,0.088
0.99,-7.4,0.096
0.992,-7.4,0.088
0.994,-7.4,0.088
0.996,-7.4,0.08
0.998,-7.4,0.088
1.0,-7.2,0.08
1.002,-7.4,0.08
1.004,-7.4,0.08
1.006,-7.4,0.08
1.008,-7.4,0.08
1.01,-7.2,0.08
1.012,-7.4,0.072
1.014,-7.4,0.072
1.016,-7.2,0.072
1.018,-7.2,0.072
1.02,-7.2,0.072
1.022,-7.2,0.072
1.024,-7.2,0.072
1.026,-7.2,0.072
1.028,-7.2,0.072
1.03,-7.2,0.072
1.032,-7.2,0.064
1.034,-7.2,0.064
1.036,-7.2,0.064
1.038,-7.2,0.064
1.04,-7.2,0.064
1.042,-7.2,0.064
1.044,-7.2,0.064
1.046,-7.2,0.064
1.048,-7.2,0.064
1.05,-7.2,0.056
1.052,-7.0,0.056
1.054,-7.2,0.056
1.056,-7.2,0.056
1.058,-7.0,0.056
1.06,-7.0,0.056
1.062,-7.2,0.056
1.064,-7.2,0.056
1.066,-7.0,0.056
1.068,-7.2,0.048
1.07,-7.0,0.056
1.072,-7.0,0.056
1.074,-7.0,0.048
1.076,-7.0,0.048
1.078,-7.0,0.056
1.08,-6.8,0.048
1.082,-7.0,0.056
1.084,-7.0,0.048
1.086,-7.0,0.056
1.088,-7.0,0.048
1.09,-7.0,0.048
1.092,-6.8,0.048
1.094,-6.8,0.048
1.096,-6.8,0.04
1.098,-6.8,0.048
1.1,-7.0,0.04
1.102,-6.8,0.048
1.104,-6.8,0.048
1.106,-6.8,0.048
1.108,-6.8,0.04
1.11,-6.8,0.04
1.112,-6.8,0.04
1.114,-6.8,0.04
1.116,-6.8,0.04
1.118,-6.8,0.04
1.12,-6.8,0.04
1.122,-6.8,0.04
1.124,-6.8,0.048
1.126,-6.6,0.04
1.128,-6.8,0.04
1.13,-6.6,0.04
1.132,-6.6,0.04
1.134,-6.8,0.04
1.136,-6.6,0.04
1.138,-6.6,0.04
1.14,-6.6,0.04
1.142,-6.6,0.04
1.144,-6.6,0.04
1.146,-6.6,0.04
1.148,-6.6,0.032
1.15,-6.6,0.04
1.152,-6.6,0.04
1.154,-6.6,0.04
1.156,-6.4,0.032
1.158,-6.4,0.04
1.16,-6.4,0.04
1.162,-6.4,0.04
1.164,-6.4,0.032
1.166,-6.6,0.04
1.168,-6.4,0.032
1.17,-6.4,0.04
1.172,-6.4,0.032
1.174,-6.4,0.032
1.176,-6.4,0.032
1.178,-6.4,0.032
1.18,-6.2,0.032
1.182,-6.4,0.032
1.184,-6.4,0.024
1.186,-6.4,0.032
1.188,-6.4,0.032
1.19,-6.2,0.04
1.192,-6.4,0.032
1.194,-6.4,0.032
1.196,-6.2,0.032
1.198,-6.4,0.032
1.2,-6.2,0.032
1.202,-6.2,0.032
1.204,-6.4,0.032
1.206,-6.2,0.032
1.208,-6.2,0.024
1.21,-6.2,0.032
1.212,-6.2,0.032
1.214,-6.2,0.032
1.216,-6.2,0.024
1.218,-6.2,0.032
1.22,-6.2,0.032
1.222,-6.0,0.032
1.224,-6.0,0.032
1.226,-6.2,0.032
1.228,-6.2,0.024
1.23,-6.2,0.024
1.232,-6.0,0.024
1.234,-6.0,0.024
1.236,-6.0,0.024
1.238,-6.0,0.024
1.24,-6.0,0.032
1.242,-6.0,0.024
1.244,-6.0,0.024
1.246,-6.0,0.024
1.248,-6.0,0.032
1.25,-6.0,0.032
1.252,-6.0,0.032
1.254,-6.0,0.024
1.256,-6.0,0.024
1.258,-6.0,0.024
1.26,-6.0,0.032
1.262,-6.0,0.032
1.264,-6.0,0.032
1.266,-6.0,0.024
1.268,-5.8,0.024
1.27,-5.8,0.024
1.272,-5.8,0.024
1.274,-5.8,0.024
1.276,-5.8,0.024
1.278,-5.8,0.024
1.28,-5.8,0.024
1.282,-5.8,0.024
1.284,-5.8,0.032
1.286,-5.8,0.024
1.288,-5.8,0.024
1.29,-5.8,0.024
1.292,-5.8,0.024
1.294,-5.8,0.024
1.296,-5.6,0.024
1.298,-5.6,0.024
1.3,-5.6,0.024
1.302,-5.6,0.024
1.304,-5.6,0.024
1.306,-5.6,0.024
1.308,-5.6,0.024
1.31,-5.6,0.024
1.312,-5.6,0.024
1.314,-5.6,0.024
1.316,-5.6,0.024
1.318,-5.6,0.024
1.32,-5.6,0.024
1.322,-5.6,0.024
1.324,-5.6,0.024
1.326,-5.6,0.024
1.328,-5.6,0.024
1.33,-5.6,0.024
1.332,-5.6,0.024
1.334,-5.4,0.024
1.336,-5.6,0.024
1.338,-5.6,0.024
1.34,-5.6,0.024
1.342,-5.6,0.024
1.344,-5.6,0.024
1.346,-5.4,0.024
1.348,-5.6,0.024
1.35,-5.4,0.024
1.352,-5.4,0.024
1.354,-5.4,0.024
1.356,-5.4,0.024
1.358,-5.4,0.024
1.36,-5.4,0.024
1.362,-5.4,0.024
1.364,-5.4,0.024
1.366,-5.4,0.024
1.368,-5.4,0.024
1.37,-5.4,0.024
1.372,-5.2,0.024
1.374,-5.2,0.024
1.376,-5.2,0.024
1.378,-5.2,0.024
1.38,-5.4,0.024
1.382,-5.2,0.024
1.384,-5.2,0.024
1.386,-5.2,0.024
1.388,-5.2,0.024
1.39,-5.2,0.024
1.392,-5.2,0.024
1.394,-5.2,0.024
1.396,-5.2,0.024
1.398,-5.2,0.024
1.4,-5.2,0.024
1.402,-5.2,0.024
1.404,-5.2,0.024
1.406,-5.2,0.024
1.408,-5.2,0.024
1.41,-5.2,0.024
1.412,-5.2,0.024
1.414,-5.0,0.024
1.416,-5.0,0.024
1.418,-5.0,0.024
1.42,-5.0,0.024
1.422,-5.0,0.024
1.424,-5.0,0.024
1.426,-5.0,0.024
1.428,-5.0,0.024
1.43,-5.0,0.024
1.432,-5.0,0.024
1.434,-5.0,0.024
1.436,-5.0,0.024
1.438,-5.0,0.024
1.44,-4.8,0.024
1.442,-4.8,0.024
1.444,-5.0,0.024
1.446,-5.0,0.024
1.448,-4.8,0.024
1.45,-4.8,0.024
1.452,-4.8,0.024
1.454,-4.8,0.024
1.456,-4.8,0.024
1.458,-4.8,0.024
1.46,-4.8,0.024
1.462,-4.8,0.032
1.464,-4.8,0.024
1.466,-4.8,0.024
1.468,-4.6,0.024
1.47,-4.8,0.024
1.472,-4.8,0.024
1.474,-4.6,0.024
1.476,-4.8,0.024
1.478,-4.6,0.024
1.48,-4.8,0.024
1.482,-4.8,0.024
1.484,-4.8,0.024
1.486,-4.6,0.024
1.488,-4.6,0.024
1.49,-4.6,0.024
1.492,-4.6,0.024
1.494,-4.6,0.024
1.496,-4.6,0.024
1.498,-4.6,0.024
1.5,-4.6,0.024
1.502,-4.6,0.032
1.504,-4.6,0.032
1.506,-4.6,0.024
1.508,-4.4,0.024
1.51,-4.6,0.024
1.512,-4.4,0.024
1.514,-4.4,0.024
1.516,-4.6,0.032
1.518,-4.4,0.024
1.52,-4.4,0.024
1.522,-4.4,0.024
1.524,-4.6,0.024
1.526,-4.4,0.032
1.528,-4.4,0.024
1.53,-4.4,0.024
1.532,-4.4,0.024
1.534,-4.4,0.024
1.536,-4.4,0.032
1.538,-4.4,0.032
1.54,-4.4,0.032
1.542,-4.4,0.032
1.544,-4.4,0.032
1.546,-4.4,0.032
1.548,-4.4,0.032
1.55,-4.4,0.032
1.552,-4.2,0.032
1.554,-4.2,0.032
1.556,-4.2,0.032
1.558,-4.2,0.032
1.56,-4.2,0.032
1.562,-4.2,0.032
1.564,-4.2,0.032
1.566,-4.2,0.04
1.568,-4.2,0.032
1.57,-4.2,0.04
1.572,-4.2,0.032
1.574,-4.2,0.032
1.576,-4.0,0.04
1.578,-4.0,0.04
1.58,-4.0,0.04
1.582,-4.0,0.04
1.584,-4.0,0.04
1.586,-4.0,0.04
1.588,-4.0,0.04
1.59,-4.0,0.032
1.592,-4.0,0.032
1.594,-4.0,0.04
1.596,-4.0,0.04
1.598,-4.0,0.04
1.6,-4.0,0.04
1.602,-4.0,0.04
1.604,-4.0,0.04
1.606,-4.0,0.04
1.608,-4.0,0.04
1.61,-3.8,0.04
1.612,-4.0,0.04
1.614,-3.8,0.032
1.616,-3.8,0.04
1.618,-3.8,0.04
1.62,-4.0,0.04
1.622,-3.8,0.048
1.624,-3.8,0.048
1.626,-3.8,0.056
1.628,-3.8,0.048
1.63,-3.8,0.048
1.632,-3.8,0.048
1.634,-3.8,0.048
1.636,-3.8,0.048
1.638,-3.8,0.048
1.64,-3.8,0.056
1.642,-3.8,0.064
1.644,-3.8,0.056
1.646,-3.8,0.064
1.648,-3.6,0.064
1.65,-3.8,0.056
1.652,-3.6,0.064
1.654,-3.8,0.064
1.656,-3.6,0.064
1.658,-3.6,0.072
1.66,-3.6,0.064
1.662,-3.6,0.072
1.664,-3.6,0.072
1.666,-3.6,0.072
1.668,-3.6,0.072
1.67,-3.6,0.072
1.672,-3.6,0.072
1.674,-3.6,0.08
1.676,-3.6,0.08
1.678,-3.6,0.08
1.68,-3.6,0.08
1.682,-3.6,0.08
1.684,-3.6,0.08
1.686,-3.6,0.08
1.688,-3.6,0.08
1.69,-3.6,0.08
1.692,-3.4,0.08
1.694,-3.6,0.088
1.696,-3.4,0.088
1.698,-3.6,0.088
1.7,-3.4,0.088
1.702,-3.4,0.088
1.704,-3.4,0.088
1.706,-3.4,0.096
1.708,-3.4,0.096
1.71,-3.4,0.096
1.712,-3.4,0.096
1.714,-3.4,0.096
1.716,-3.4,0.096
1.718,-3.4,0.096
1.72,-3.4,0.104
1.722,-3.2,0.104
1.724,-3.2,0.112
1.726,-3.2,0.112
1.728,-3.2,0.112
1.73,-3.2,0.12
1.732,-3.2,0.136
1.734,-3.2,0.152
1.736,-3.2,0.152
1.738,-3.2,0.152
1.74,-3.2,0.16
1.742,-3.2,0.168
1.744,-3.2,0.168
1.746,-3.2,0.168
1.748,-3.2,0.176
1.75,-3.2,0.2
1.752,-3.2,0.208
1.754,-3.2,0.208
1.756,-3.2,0.2
1.758,-3.2,0.24
1.76,-3.2,0.256
1.762,-3.0,0.264
1.764,-3.0,0.28
1.766,-3.0,0.272
1.768,-3.0,0.296
1.77,-3.0,0.336
1.772,-3.0,0.36
1.774,-3.0,0.352
1.776,-3.0,0.352
1.778,-3.0,0.36
1.78,-3.0,0.4
1.782,-3.0,0.408
1.784,-3.0,0.432
1.786,-2.8,0.464
1.788,-3.0,0.472
1.79,-3.0,0.464
1.792,-3.0,0.512
1.794,-2.8,0.56
1.796,-2.8,0.568
1.798,-2.8,0.552
1.8,-2.8,0.552
1.802,-2.8,0.584
1.804,-2.8,0.648
1.806,-2.8,0.696
1.808,-2.8,0.68
1.81,-2.8,0.64
1.812,-2.8,0.624
1.814,-2.8,0.76
1.816,-2.8,0.792
1.818,-2.8,0.8
1.82,-2.8,0.752
1.822,-2.8,0.792
1.824,-2.8,0.864
1.826,-2.6,0.912
1.828,-2.8,0.936
1.83,-2.8,0.928
1.832,-2.6,0.92
1.834,-2.6,0.928
1.836,-2.6,1.016
1.838,-2.8,1.072
1.84,-2.6,0.984
1.842,-2.6,0.984
1.844,-2.6,1.072
1.846,-2.6,1.136
1.848,-2.6,1.176
1.85,-2.6,1.176
1.852,-2.6,1.192
1.854,-2.6,1.216
1.856,-2.6,1.24
1.858,-2.6,1.272
1.86,-2.6,1.264
1.862,-2.6,1.232
1.864,-2.4,1.312
1.866,-2.4,1.36
1.868,-2.4,1.392
1.87,-2.4,1.376
1.872,-2.4,1.4
1.874,-2.4,1.456
1.876,-2.4,1.4
1.878,-2.4,1.352
1.88,-2.4,1.44
1.882,-2.4,1.496
1.884,-2.4,1.504
1.886,-2.4,1.48
1.888,-2.4,1.448
1.89,-2.4,1.496
1.892,-2.2,1.536
1.894,-2.4,1.544
1.896,-2.4,1.544
1.898,-2.2,1.52
1.9,-2.4,1.528
1.902,-2.2,1.544
1.904,-2.2,1.536
1.906,-2.2,1.536
1.908,-2.4,1.544
1.91,-2.2,1.544
1.912,-2.2,1.544
1.914,-2.2,1.528
1.916,-2.2,1.512
1.918,-2.2,1.528
1.92,-2.2,1.544
1.922,-2.2,1.552
1.924,-2.2,1.528
1.926,-2.2,1.472
1.928,-2.2,1.408
1.93,-2.0,1.376
1.932,-2.2,1.376
1.934,-2.0,1.36
1.936,-2.2,1.36
1.938,-2.2,1.36
1.94,-2.0,1.4
1.942,-2.0,1.416
1.944,-2.0,1.336
1.946,-2.0,1.264
1.948,-2.0,1.264
1.95,-2.0,1.272
1.952,-2.0,1.296
1.954,-2.0,1.288
1.956,-2.0,1.192
1.958,-2.0,1.152
1.96,-2.0,1.16
1.962,-2.0,1.216
1.964,-2.0,1.192
1.966,-2.0,1.088
1.968,-2.0,1.08
1.97,-2.0,1.064
1.972,-2.0,1.088
1.974,-1.8,1.072
1.976,-1.8,1.072
1.978,-1.8,1.056
1.98,-1.8,0.984
1.982,-1.8,0.944
1.984,-1.8,0.928
1.986,-1.8,0.96
1.988,-1.8,0.928
1.99,-1.8,0.888
1.992,-1.8,0.904
1.994,-1.6,0.864
1.996,-1.6,0.872
1.998,-1.8,0.864
2.0,-1.6,0.808
2.002,-1.8,0.736
2.004,-1.8,0.728
2.006,-1.6,0.744
2.008,-1.6,0.728
2.01,-1.6,0.688
2.012,-1.6,0.688
2.014,-1.6,0.672
2.016,-1.6,0.648
2.018,-1.6,0.64
2.02,-1.6,0.624
2.022,-1.6,0.608
2.024,-1.6,0.576
2.026,-1.6,0.584
2.028,-1.6,0.544
2.03,-1.6,0.528
2.032,-1.6,0.52
2.034,-1.4,0.52
2.036,-1.6,0.496
2.038,-1.6,0.48
2.04,-1.6,0.472
2.042,-1.4,0.48
2.044,-1.6,0.456
2.046,-1.4,0.44
2.048,-1.4,0.432
2.05,-1.6,0.424
2.052,-1.4,0.416
2.054,-1.4,0.408
2.056,-1.4,0.376
2.058,-1.4,0.376
2.06,-1.4,0.392
2.062,-1.4,0.376
2.064,-1.4,0.352
2.066,-1.4,0.344
2.068,-1.2,0.352
2.07,-1.2,0.336
2.072,-1.2,0.328
2.074,-1.2,0.312
2.076,-1.4,0.288
2.078,-1.2,0.296
2.08,-1.2,0.296
2.082,-1.2,0.28
2.084,-1.2,0.256
2.086,-1.2,0.272
2.088,-1.2,0.272
2.09,-1.2,0.256
2.092,-1.2,0.256
2.094,-1.2,0.24
2.096,-1.0,0.24
2.098,-1.2,0.232
2.1,-1.2,0.224
2.102,-1.2,0.224
2.104,-1.2,0.216
2.106,-1.0,0.216
2.108,-1.2,0.208
2.11,-1.2,0.2
2.112,-1.0,0.192
2.114,-1.0,0.2
2.116,-1.0,0.192
2.118,-1.0,0.192
2.12,-1.0,0.192
2.122,-1.0,0.176
2.124,-1.0,0.176
2.126,-1.0,0.168
2.128,-1.0,0.168
2.13,-1.0,0.16
2.132,-1.0,0.16
2.134,-1.0,0.152
2.136,-1.0,0.152
2.138,-0.8,0.144
2.14,-0.8,0.144
2.142,-0.8,0.144
2.144,-0.8,0.136
2.146,-0.8,0.136
2.148,-0.8,0.128
2.15,-0.8,0.136
2.152,-0.8,0.128
2.154,-0.8,0.128
2.156,-0.8,0.12
2.158,-0.8,0.12
2.16,-0.8,0.12
2.162,-0.8,0.12
2.164,-0.8,0.12
2.166,-0.8,0.112
2.168,-0.8,0.104
2.17,-0.8,0.112
2.172,-0.8,0.112
2.174,-0.6,0.104
2.176,-0.6,0.104
2.178,-0.8,0.104
2.18,-0.6,0.104
2.182,-0.6,0.104
2.184,-0.6,0.096
2.186,-0.6,0.096
2.188,-0.6,0.096
2.19,-0.6,0.096
2.192,-0.6,0.088
2.194,-0.6,0.088
2.196,-0.4,0.088
2.198,-0.4,0.088
2.2,-0.6,0.096
2.202,-0.6,0.088
2.204,-0.6,0.088
2.206,-0.4,0.08
2.208,-0.4,0.08
2.21,-0.6,0.088
2.212,-0.4,0.08
2.214,-0.4,0.08
2.216,-0.4,0.072
2.218,-0.4,0.08
2.22,-0.4,0.08
2.222,-0.4,0.08
2.224,-0.4,0.08
2.226,-0.4,0.072
2.228,-0.4,0.072
2.23,-0.4,0.072
2.232,-0.4,0.072
2.234,-0.4,0.072
2.236,-0.4,0.072
2.238,-0.4,0.072
2.24,-0.4,0.064
2.242,-0.4,0.064
2.244,-0.4,0.064
2.246,-0.4,0.064
2.248,-0.4,0.064
2.25,-0.4,0.056
2.252,-0.2,0.056
2.254,-0.2,0.064
2.256,-0.2,0.064
2.258,-0.4,0.064
2.26,-0.2,0.064
2.262,-0.2,0.064
2.264,-0.4,0.064
2.266,-0.2,0.056
2.268,-0.2,0.056
2.27,-0.2,0.056
2.272,-0.2,0.056
2.274,0.0,0.056
2.276,-0.2,0.056
2.278,0.0,0.056
2.28,-0.2,0.056
2.282,0.0,0.056
2.284,0.0,0.048
2.286,0.0,0.056
2.288,0.0,0.064
2.29,0.0,0.056
2.292,0.0,0.048
2.294,0.0,0.04
2.296,0.0,0.048
2.298,0.0,0.048
2.3,0.0,0.048
2.302,0.0,0.048
2.304,0.0,0.048
2.306,0.0,0.048
2.308,0.0,0.048
2.31,0.0,0.048
2.312,0.0,0.04
2.314,0.0,0.048
2.316,0.0,0.04
2.318,0.0,0.04
2.32,0.2,0.048
2.322,0.2,0.048
2.324,0.0,0.04
2.326,0.2,0.04
2.328,0.2,0.04
2.33,0.2,0.04
2.332,0.2,0.04
2.334,0.2,0.04
2.336,0.2,0.04
2.338,0.2,0.04
2.34,0.2,0.04
2.342,0.2,0.04
2.344,0.2,0.04
2.346,0.2,0.04
2.348,0.2,0.04
2.35,0.4,0.04
2.352,0.4,0.04
2.354,0.4,0.04
2.356,0.4,0.04
2.358,0.4,0.04
2.36,0.4,0.04
2.362,0.4,0.04
2.364,0.4,0.04
2.366,0.4,0.04
2.368,0.4,0.04
2.37,0.4,0.032
2.372,0.4,0.04
2.374,0.4,0.032
2.376,0.4,0.032
2.378,0.4,0.04
2.38,0.6,0.04
2.382,0.6,0.04
2.384,0.6,0.04
2.386,0.4,0.04
2.388,0.6,0.032
2.39,0.6,0.032
2.392,0.6,0.032
2.394,0.6,0.032
2.396,0.6,0.032
2.398,0.6,0.032
2.4,0.6,0.032
2.402,0.6,0.04
2.404,0.6,0.04
2.406,0.8,0.032
2.408,0.6,0.032
2.41,0.6,0.032
2.412,0.6,0.032
2.414,0.6,0.024
2.416,0.8,0.032
2.418,0.6,0.032
2.42,0.8,0.032
2.422,0.8,0.032
2.424,0.8,0.024
2.426,0.8,0.032
2.428,0.8,0.024
2.43,0.8,0.024
2.432,0.8,0.024
2.434,0.8,0.024
2.436,0.8,0.032
2.438,0.8,0.032
2.44,0.8,0.032
2.442,0.8,0.032
2.444,0.8,0.032
2.446,0.8,0.032
2.448,1.0,0.024
2.45,0.8,0.024
2.452,1.0,0.024
2.454,0.8,0.024
2.456,0.8,0.024
2.458,1.0,0.032
2.46,1.0,0.032
2.462,1.0,0.024
2.464,1.0,0.032
2.466,1.0,0.032
2.468,1.0,0.024
2.47,1.0,0.024
2.472,1.0,0.024
2.474,1.0,0.024
2.476,1.0,0.024
2.478,1.0,0.024
2.48,1.0,0.024
2.482,1.2,0.024
2.484,1.2,0.024
2.486,1.0,0.024
2.488,1.2,0.024
2.49,1.2,0.024
2.492,1.2,0.024
2.494,1.2,0.024
2.496,1.2,0.024
2.498,1.2,0.024
2.5,1.2,0.024
2.502,1.2,0.024
2.504,1.2,0.024
2.506,1.2,0.024
2.508,1.2,0.024
2.51,1.2,0.024
2.512,1.2,0.024
2.514,1.2,0.024
2.516,1.2,0.024
2.518,1.2,0.024
2.52,1.4,0.024
2.522,1.2,0.024
2.524,1.4,0.024
2.526,1.2,0.024
2.528,1.4,0.024
2.53,1.4,0.024
2.532,1.4,0.024
2.534,1.4,0.024
2.536,1.4,0.024
2.538,1.4,0.024
2.54,1.4,0.024
2.542,1.4,0.024
2.544,1.4,0.024
2.546,1.4,0.024
2.548,1.6,0.024
2.55,1.6,0.024
2.552,1.4,0.024
2.554,1.4,0.024
2.556,1.6,0.024
2.558,1.6,0.024
2.56,1.6,0.024
2.562,1.6,0.024
2.564,1.6,0.024
2.566,1.6,0.024
2.568,1.6,0.024
2.57,1.6,0.024
2.572,1.6,0.024
2.574,1.6,0.024
2.576,1.6,0.032
2.578,1.6,0.024
2.58,1.6,0.024
2.582,1.6,0.024
2.584,1.6,0.024
2.586,1.6,0.024
2.588,1.8,0.024
2.59,1.6,0.024
2.592,1.8,0.024
2.594,1.8,0.024
2.596,1.8,0.024
2.598,1.8,0.024
2.6,1.8,0.024
2.602,1.8,0.024
2.604,1.8,0.024
2.606,1.8,0.024
2.608,1.8,0.024
2.61,1.8,0.024
2.612,1.8,0.024
2.614,1.8,0.024
2.616,1.8,0.024
2.618,2.0,0.024
2.62,1.8,0.024
2.622,2.0,0.024
2.624,1.8,0.024
2.626,2.0,0.024
2.628,2.0,0.024
2.63,2.0,0.024
2.632,2.0,0.024
2.634,2.0,0.024
2.636,2.0,0.024
2.638,2.0,0.024
2.64,2.0,0.024
2.642,2.0,0.024
2.644,2.0,0.024
2.646,2.0,0.024
2.648,2.0,0.024
2.65,2.0,0.024
2.652,2.2,0.024
2.654,2.0,0.024
2.656,2.2,0.024
2.658,2.2,0.024
2.66,2.2,0.024
2.662,2.2,0.024
2.664,2.2,0.024
2.666,2.2,0.024
2.668,2.2,0.024
2.67,2.2,0.024
2.672,2.2,0.024
2.674,2.2,0.024
2.676,2.2,0.024
2.678,2.2,0.024
