t[s],CH1,CH2
2.464,8.4,0.024
2.466,8.4,0.024
2.468,8.4,0.024
2.47,8.4,0.024
2.472,8.4,0.024
2.474,8.4,0.024
2.476,8.4,0.024
2.478,8.4,0.016
2.48,8.4,0.024
2.482,8.4,0.024
2.484,8.6,0.024
2.486,8.6,0.024
2.488,8.6,0.024
2.49,8.6,0.024
2.492,8.6,0.016
2.494,8.6,0.024
2.496,8.6,0.016
2.498,8.8,0.024
2.5,8.6,0.024
